FROM_REACTION_ID	TYPE	TO_REACTION_ID
25409	is_a	47417
25410	is_a	47418
25411	is_a	47419
25480	is_a	24564
25481	is_a	24565
25482	is_a	24566
25483	is_a	24567
25488	is_a	25662
25489	is_a	25663
25490	is_a	25664
25491	is_a	25665
25492	is_a	25504
25493	is_a	25505
25494	is_a	25506
25495	is_a	25507
25496	is_a	25666
25497	is_a	25667
25498	is_a	25668
25499	is_a	25669
25576	is_a	62000
25577	is_a	62001
25578	is_a	62002
25579	is_a	62003
25601	is_a	50624
25602	is_a	50625
25603	is_a	50626
25604	is_a	50627
25605	is_a	50624
25606	is_a	50625
25607	is_a	50626
25608	is_a	50627
25625	is_a	16153
25626	is_a	16154
25627	is_a	16155
25628	is_a	16156
25629	is_a	55332
25630	is_a	55333
25631	is_a	55334
25632	is_a	55335
25633	is_a	55336
25634	is_a	55337
25635	is_a	55338
25636	is_a	55339
25682	is_a	24320
25683	is_a	24321
25684	is_a	24322
25685	is_a	24323
25698	is_a	51980
25699	is_a	51981
25700	is_a	51982
25701	is_a	51983
25702	is_a	51976
25703	is_a	51977
25704	is_a	51978
25705	is_a	51979
25706	is_a	51980
25707	is_a	51981
25708	is_a	51982
25709	is_a	51983
25711	is_a	24320
25712	is_a	24321
25713	is_a	24322
25714	is_a	24323
25715	is_a	51976
25716	is_a	51977
25717	is_a	51978
25718	is_a	51979
25719	is_a	51980
25720	is_a	51981
25721	is_a	51982
25722	is_a	51983
25723	is_a	24320
25724	is_a	24321
25725	is_a	24322
25726	is_a	24323
25727	is_a	51976
25728	is_a	51977
25729	is_a	51978
25730	is_a	51979
25731	is_a	51980
25732	is_a	51981
25733	is_a	51982
25734	is_a	51983
25735	is_a	24320
25736	is_a	24321
25737	is_a	24322
25738	is_a	24323
25739	is_a	51976
25740	is_a	51977
25741	is_a	51978
25742	is_a	51979
25743	is_a	51980
25744	is_a	51981
25745	is_a	51982
25746	is_a	51983
25747	is_a	24320
25748	is_a	24321
25749	is_a	24322
25750	is_a	24323
25751	is_a	51976
25752	is_a	51977
25753	is_a	51978
25754	is_a	51979
25796	is_a	31763
25797	is_a	31764
25798	is_a	31765
25799	is_a	31766
25964	is_a	25960
25965	is_a	25961
25966	is_a	25962
25967	is_a	25963
25968	is_a	25960
25969	is_a	25961
25970	is_a	25962
25971	is_a	25963
26136	is_a	17505
26137	is_a	17506
26138	is_a	17507
26139	is_a	17508
26526	is_a	33767
26527	is_a	33768
26528	is_a	33769
26529	is_a	33770
26558	is_a	45584
26559	is_a	45585
26560	is_a	45586
26561	is_a	45587
27270	is_a	15437
27271	is_a	15438
27272	is_a	15439
27273	is_a	15440
27286	is_a	10740
27287	is_a	10741
27288	is_a	10742
27289	is_a	10743
27409	is_a	62000
27410	is_a	62001
27411	is_a	62002
27412	is_a	62003
27485	is_a	13593
27486	is_a	13594
27487	is_a	13595
27488	is_a	13596
27530	is_a	56984
27531	is_a	56985
27532	is_a	56986
27533	is_a	56987
27534	is_a	56984
27535	is_a	56985
27536	is_a	56986
27537	is_a	56987
27538	is_a	33567
27538	is_a	48076
27539	is_a	33568
27539	is_a	48077
27540	is_a	33569
27540	is_a	48078
27541	is_a	33570
27541	is_a	48079
27542	is_a	48076
27543	is_a	48077
27544	is_a	48078
27545	is_a	48079
27586	is_a	19953
27587	is_a	19955
27588	is_a	19954
27589	is_a	19956
27638	is_a	19805
27639	is_a	19806
27640	is_a	19807
27641	is_a	19808
27642	is_a	19805
27643	is_a	19806
27644	is_a	19807
27645	is_a	19808
27646	is_a	19805
27647	is_a	19806
27648	is_a	19807
27649	is_a	19808
27662	is_a	16789
27662	is_a	21252
27663	is_a	16790
27663	is_a	21253
27664	is_a	16791
27664	is_a	21254
27665	is_a	16792
27665	is_a	21255
27670	is_a	24056
27671	is_a	24057
27672	is_a	24058
27673	is_a	24059
27674	is_a	44640
27675	is_a	44641
27676	is_a	44642
27677	is_a	44643
27678	is_a	44640
27679	is_a	44641
27680	is_a	44642
27681	is_a	44643
27682	is_a	44640
27683	is_a	44641
27684	is_a	44642
27685	is_a	44643
27686	is_a	18113
27687	is_a	18114
27688	is_a	18115
27689	is_a	18116
27690	is_a	44640
27691	is_a	44641
27692	is_a	44642
27693	is_a	44643
27714	is_a	12484
27715	is_a	12485
27716	is_a	12486
27717	is_a	12487
27718	is_a	12484
27719	is_a	12485
27720	is_a	12486
27721	is_a	12487
27730	is_a	51748
27731	is_a	51749
27732	is_a	51750
27733	is_a	51751
27738	is_a	36431
27739	is_a	36432
27740	is_a	36433
27741	is_a	36434
27742	is_a	36431
27743	is_a	36432
27744	is_a	36433
27745	is_a	36434
27750	is_a	36431
27751	is_a	36432
27752	is_a	36433
27753	is_a	36434
27762	is_a	23996
27763	is_a	23997
27764	is_a	23998
27765	is_a	23999
27770	is_a	31411
27771	is_a	31412
27772	is_a	31413
27773	is_a	31414
27774	is_a	28286
27775	is_a	28287
27776	is_a	28288
27777	is_a	28289
27778	is_a	41680
27779	is_a	41681
27780	is_a	41682
27781	is_a	41683
27782	is_a	44504
27783	is_a	44505
27784	is_a	44506
27785	is_a	44507
27790	is_a	55892
27791	is_a	55893
27792	is_a	55894
27793	is_a	55895
27834	is_a	16357
27835	is_a	16358
27836	is_a	16359
27837	is_a	16360
27858	is_a	19621
27859	is_a	19622
27860	is_a	19623
27861	is_a	19624
27862	is_a	10144
27863	is_a	10145
27864	is_a	10146
27865	is_a	10147
27878	is_a	19621
27879	is_a	19622
27880	is_a	19623
27881	is_a	19624
27882	is_a	19621
27883	is_a	19622
27884	is_a	19623
27885	is_a	19624
27886	is_a	19621
27887	is_a	19622
27888	is_a	19623
27889	is_a	19624
27890	is_a	10144
27891	is_a	10145
27892	is_a	10146
27893	is_a	10147
27894	is_a	10144
27895	is_a	10145
27896	is_a	10146
27897	is_a	10147
27898	is_a	10144
27899	is_a	10145
27900	is_a	10146
27901	is_a	10147
27902	is_a	47148
27903	is_a	47149
27904	is_a	47150
27905	is_a	47151
27906	is_a	25164
27907	is_a	25165
27908	is_a	25166
27909	is_a	25167
27918	is_a	11888
27919	is_a	11889
27920	is_a	11890
27921	is_a	11891
27946	is_a	16153
27947	is_a	16154
27948	is_a	16155
27949	is_a	16156
27958	is_a	56816
27959	is_a	56817
27960	is_a	56818
27961	is_a	56819
27986	is_a	15937
27987	is_a	15938
27988	is_a	15939
27989	is_a	15940
27994	is_a	23344
27995	is_a	23345
27996	is_a	23346
27997	is_a	23347
28006	is_a	11472
28007	is_a	11473
28008	is_a	11474
28009	is_a	11475
28026	is_a	23252
28027	is_a	23253
28028	is_a	23254
28029	is_a	23255
28030	is_a	23252
28031	is_a	23253
28032	is_a	23254
28033	is_a	23255
28034	is_a	23252
28035	is_a	23253
28036	is_a	23254
28037	is_a	23255
28038	is_a	23252
28039	is_a	23253
28040	is_a	23254
28041	is_a	23255
28150	is_a	11116
28151	is_a	11117
28152	is_a	11118
28153	is_a	11119
28206	is_a	12140
28207	is_a	12141
28208	is_a	12142
28209	is_a	12143
28250	is_a	50252
28251	is_a	50253
28252	is_a	50254
28253	is_a	50255
28270	is_a	11116
28271	is_a	11117
28272	is_a	11118
28273	is_a	11119
28330	is_a	23680
28331	is_a	23681
28332	is_a	23682
28333	is_a	23683
28334	is_a	44644
28335	is_a	44645
28336	is_a	44646
28337	is_a	44647
28342	is_a	44644
28343	is_a	44645
28344	is_a	44646
28345	is_a	44647
28354	is_a	44700
28355	is_a	44701
28356	is_a	44702
28357	is_a	44703
28358	is_a	44700
28359	is_a	44701
28360	is_a	44702
28361	is_a	44703
28362	is_a	44644
28363	is_a	44645
28364	is_a	44646
28365	is_a	44647
28410	is_a	11888
28411	is_a	11889
28412	is_a	11890
28413	is_a	11891
28518	is_a	48504
28519	is_a	48505
28520	is_a	48506
28521	is_a	48507
28522	is_a	48504
28523	is_a	48505
28524	is_a	48506
28525	is_a	48507
28534	is_a	44644
28535	is_a	44645
28536	is_a	44646
28537	is_a	44647
28582	is_a	44640
28583	is_a	44641
28584	is_a	44642
28585	is_a	44643
28610	is_a	23996
28611	is_a	23997
28612	is_a	23998
28613	is_a	23999
28659	is_a	10076
28660	is_a	10077
28661	is_a	10078
28662	is_a	10079
28679	is_a	44380
28680	is_a	44381
28681	is_a	44382
28682	is_a	44383
28687	is_a	28691
28688	is_a	28692
28689	is_a	28693
28690	is_a	28694
28691	is_a	30187
28692	is_a	30188
28693	is_a	30189
28694	is_a	30190
28751	is_a	28755
28752	is_a	28756
28753	is_a	28757
28754	is_a	28758
28755	is_a	18977
28756	is_a	18978
28757	is_a	18979
28758	is_a	18980
28783	is_a	48940
28784	is_a	48941
28785	is_a	48942
28786	is_a	48943
29035	is_a	14673
29036	is_a	14674
29037	is_a	14675
29038	is_a	14676
29039	is_a	14673
29040	is_a	14674
29041	is_a	14675
29042	is_a	14676
29063	is_a	48592
29064	is_a	48593
29065	is_a	48594
29066	is_a	48595
29067	is_a	29063
29068	is_a	29064
29069	is_a	29065
29070	is_a	29066
29071	is_a	48592
29072	is_a	48593
29073	is_a	48594
29074	is_a	48595
29083	is_a	46012
29084	is_a	46013
29085	is_a	46014
29086	is_a	46015
29087	is_a	30095
29088	is_a	30096
29089	is_a	30097
29090	is_a	30098
29091	is_a	57888
29092	is_a	57889
29093	is_a	57890
29094	is_a	57891
29103	is_a	29099
29104	is_a	29100
29105	is_a	29101
29106	is_a	29102
29119	is_a	56144
29120	is_a	56145
29121	is_a	56146
29122	is_a	56147
29123	is_a	29119
29124	is_a	29120
29125	is_a	29121
29126	is_a	29122
29127	is_a	56144
29128	is_a	56145
29129	is_a	56146
29130	is_a	56147
29131	is_a	29127
29132	is_a	29128
29133	is_a	29129
29134	is_a	29130
29175	is_a	29171
29176	is_a	29172
29177	is_a	29173
29178	is_a	29174
29195	is_a	30187
29196	is_a	30188
29197	is_a	30189
29198	is_a	30190
29199	is_a	29195
29200	is_a	29196
29201	is_a	29197
29202	is_a	29198
29215	is_a	27834
29216	is_a	27836
29217	is_a	27835
29218	is_a	27837
29219	is_a	18977
29220	is_a	18978
29221	is_a	18979
29222	is_a	18980
29235	is_a	46160
29236	is_a	46161
29237	is_a	46162
29238	is_a	46163
29243	is_a	29235
29244	is_a	29236
29245	is_a	29237
29246	is_a	29238
29307	is_a	23064
29308	is_a	23065
29309	is_a	23066
29310	is_a	23067
29319	is_a	12969
29320	is_a	12970
29321	is_a	12971
29322	is_a	12972
29355	is_a	36167
29356	is_a	36168
29357	is_a	36169
29358	is_a	36170
29359	is_a	12484
29360	is_a	12485
29361	is_a	12486
29362	is_a	12487
29371	is_a	36167
29372	is_a	36168
29373	is_a	36169
29374	is_a	36170
29375	is_a	12484
29376	is_a	12485
29377	is_a	12486
29378	is_a	12487
29379	is_a	36167
29380	is_a	36168
29381	is_a	36169
29382	is_a	36170
29387	is_a	23680
29388	is_a	23681
29389	is_a	23682
29390	is_a	23683
29391	is_a	23996
29392	is_a	23997
29393	is_a	23998
29394	is_a	23999
29395	is_a	23996
29396	is_a	23997
29397	is_a	23998
29398	is_a	23999
29399	is_a	23996
29400	is_a	23997
29401	is_a	23998
29402	is_a	23999
29727	is_a	23064
29728	is_a	23065
29729	is_a	23066
29730	is_a	23067
29731	is_a	33171
29732	is_a	33172
29733	is_a	33173
29734	is_a	33174
29739	is_a	22132
29740	is_a	22133
29741	is_a	22134
29742	is_a	22135
29767	is_a	32827
29768	is_a	32828
29769	is_a	32829
29770	is_a	32830
29779	is_a	32827
29780	is_a	32828
29781	is_a	32829
29782	is_a	32830
29847	is_a	45900
29848	is_a	45901
29849	is_a	45902
29850	is_a	45903
29863	is_a	13749
29864	is_a	13750
29865	is_a	13751
29866	is_a	13752
29867	is_a	13749
29868	is_a	13750
29869	is_a	13751
29870	is_a	13752
29875	is_a	12969
29876	is_a	12970
29877	is_a	12971
29878	is_a	12972
29879	is_a	14673
29880	is_a	14674
29881	is_a	14675
29882	is_a	14676
29883	is_a	14673
29884	is_a	14674
29885	is_a	14675
29886	is_a	14676
29887	is_a	14673
29888	is_a	14674
29889	is_a	14675
29890	is_a	14676
29891	is_a	14673
29892	is_a	14674
29893	is_a	14675
29894	is_a	14676
29895	is_a	14673
29896	is_a	14674
29897	is_a	14675
29898	is_a	14676
29907	is_a	12969
29908	is_a	12970
29909	is_a	12971
29910	is_a	12972
30027	is_a	10736
30028	is_a	10737
30029	is_a	10738
30030	is_a	10739
30051	is_a	11044
30052	is_a	11045
30053	is_a	11046
30054	is_a	11047
30059	is_a	18073
30060	is_a	18074
30061	is_a	18075
30062	is_a	18076
30063	is_a	42640
30064	is_a	42641
30065	is_a	42642
30066	is_a	42643
30075	is_a	13425
30076	is_a	13426
30077	is_a	13427
30078	is_a	13428
30087	is_a	21252
30087	is_a	25261
30088	is_a	21253
30088	is_a	25262
30089	is_a	21254
30089	is_a	25263
30090	is_a	21255
30090	is_a	25264
30091	is_a	55948
30092	is_a	55949
30093	is_a	55950
30094	is_a	55951
30095	is_a	46012
30096	is_a	46013
30097	is_a	46014
30098	is_a	46015
30099	is_a	26478
30100	is_a	26479
30101	is_a	26480
30102	is_a	26481
30135	is_a	16781
30136	is_a	16782
30137	is_a	16783
30138	is_a	16784
30139	is_a	16781
30140	is_a	16782
30141	is_a	16783
30142	is_a	16784
30143	is_a	16781
30144	is_a	16782
30145	is_a	16783
30146	is_a	16784
30147	is_a	11356
30147	is_a	58680
30148	is_a	11358
30148	is_a	58681
30149	is_a	11357
30149	is_a	58682
30150	is_a	11359
30150	is_a	58683
30151	is_a	13149
30151	is_a	58680
30152	is_a	13151
30152	is_a	58681
30153	is_a	13150
30153	is_a	58682
30154	is_a	13152
30154	is_a	58683
30187	is_a	18073
30188	is_a	18074
30189	is_a	18075
30190	is_a	18076
30231	is_a	53892
30232	is_a	53893
30233	is_a	53894
30234	is_a	53895
30247	is_a	36359
30248	is_a	36360
30249	is_a	36361
30250	is_a	36362
30255	is_a	55376
30256	is_a	55377
30257	is_a	55378
30258	is_a	55379
30259	is_a	55376
30260	is_a	55377
30261	is_a	55378
30262	is_a	55379
30263	is_a	30275
30264	is_a	30276
30265	is_a	30277
30266	is_a	30278
30271	is_a	30275
30272	is_a	30276
30273	is_a	30277
30274	is_a	30278
30295	is_a	56960
30296	is_a	56961
30297	is_a	56962
30298	is_a	56963
30343	is_a	16357
30344	is_a	16358
30345	is_a	16359
30346	is_a	16360
30347	is_a	18113
30348	is_a	18114
30349	is_a	18115
30350	is_a	18116
30423	is_a	25440
30424	is_a	25441
30425	is_a	25442
30426	is_a	25443
30507	is_a	29235
30508	is_a	29236
30509	is_a	29237
30510	is_a	29238
30523	is_a	51236
30524	is_a	51237
30525	is_a	51238
30526	is_a	51239
30555	is_a	51236
30556	is_a	51237
30557	is_a	51238
30558	is_a	51239
30591	is_a	16153
30592	is_a	16154
30593	is_a	16155
30594	is_a	16156
30655	is_a	11216
30656	is_a	11217
30657	is_a	11218
30658	is_a	11219
30687	is_a	18169
30688	is_a	18170
30689	is_a	18171
30690	is_a	18172
30691	is_a	30275
30692	is_a	30276
30693	is_a	30277
30694	is_a	30278
30715	is_a	54656
30716	is_a	54658
30717	is_a	54657
30718	is_a	54659
30727	is_a	56964
30728	is_a	56965
30729	is_a	56966
30730	is_a	56967
30731	is_a	25164
30732	is_a	25165
30733	is_a	25166
30734	is_a	25167
30735	is_a	24056
30736	is_a	24057
30737	is_a	24058
30738	is_a	24059
30739	is_a	24056
30740	is_a	24057
30741	is_a	24058
30742	is_a	24059
30747	is_a	44700
30748	is_a	44701
30749	is_a	44702
30750	is_a	44703
30751	is_a	15421
30752	is_a	15422
30753	is_a	15423
30754	is_a	15424
30763	is_a	10396
30764	is_a	10397
30765	is_a	10398
30766	is_a	10399
30771	is_a	23344
30772	is_a	23345
30773	is_a	23346
30774	is_a	23347
30791	is_a	56964
30792	is_a	56965
30793	is_a	56966
30794	is_a	56967
30815	is_a	12484
30816	is_a	12485
30817	is_a	12486
30818	is_a	12487
30939	is_a	44640
30940	is_a	44641
30941	is_a	44642
30942	is_a	44643
31099	is_a	31095
31100	is_a	31096
31101	is_a	31097
31102	is_a	31098
31159	is_a	52656
31160	is_a	52657
31161	is_a	52658
31162	is_a	52659
31191	is_a	16105
31191	is_a	46352
31192	is_a	16106
31192	is_a	46354
31193	is_a	16107
31193	is_a	46353
31194	is_a	16108
31194	is_a	46355
31199	is_a	16105
31199	is_a	46348
31200	is_a	16106
31200	is_a	46350
31201	is_a	16107
31201	is_a	46349
31202	is_a	16108
31202	is_a	46351
31235	is_a	10480
31236	is_a	10481
31237	is_a	10482
31238	is_a	10483
31275	is_a	17681
31276	is_a	17682
31277	is_a	17683
31278	is_a	17684
31287	is_a	47196
31288	is_a	47197
31289	is_a	47198
31290	is_a	47199
31291	is_a	22556
31292	is_a	22557
31293	is_a	22558
31294	is_a	22559
31311	is_a	47244
31312	is_a	47245
31313	is_a	47246
31314	is_a	47247
31315	is_a	47244
31316	is_a	47245
31317	is_a	47246
31318	is_a	47247
31319	is_a	47244
31320	is_a	47245
31321	is_a	47246
31322	is_a	47247
31679	is_a	19829
31680	is_a	19830
31681	is_a	19831
31682	is_a	19832
31771	is_a	21164
31772	is_a	21165
31773	is_a	21166
31774	is_a	21167
31775	is_a	21508
31775	is_a	31771
31776	is_a	21509
31776	is_a	31772
31777	is_a	21510
31777	is_a	31773
31778	is_a	21511
31778	is_a	31774
31779	is_a	21164
31780	is_a	21165
31781	is_a	21166
31782	is_a	21167
31907	is_a	19941
31908	is_a	19942
31909	is_a	19943
31910	is_a	19944
32015	is_a	56556
32016	is_a	56557
32017	is_a	56558
32018	is_a	56559
32135	is_a	42316
32136	is_a	42317
32137	is_a	42318
32138	is_a	42319
32175	is_a	48792
32176	is_a	48793
32177	is_a	48794
32178	is_a	48795
32187	is_a	14709
32188	is_a	14710
32189	is_a	14711
32190	is_a	14712
32219	is_a	55620
32220	is_a	55621
32221	is_a	55622
32222	is_a	55623
32239	is_a	55620
32240	is_a	55621
32241	is_a	55622
32242	is_a	55623
32247	is_a	17865
32248	is_a	17866
32249	is_a	17867
32250	is_a	17868
32251	is_a	17869
32252	is_a	17870
32253	is_a	17871
32254	is_a	17872
32327	is_a	10740
32328	is_a	10741
32329	is_a	10742
32330	is_a	10743
32343	is_a	10740
32344	is_a	10741
32345	is_a	10742
32346	is_a	10743
32379	is_a	32375
32380	is_a	32376
32381	is_a	32377
32382	is_a	32378
32383	is_a	32375
32384	is_a	32376
32385	is_a	32377
32386	is_a	32378
32391	is_a	32387
32392	is_a	32388
32393	is_a	32389
32394	is_a	32390
32395	is_a	32387
32396	is_a	32388
32397	is_a	32389
32398	is_a	32390
32399	is_a	32387
32400	is_a	32388
32401	is_a	32389
32402	is_a	32390
32403	is_a	32387
32404	is_a	32388
32405	is_a	32389
32406	is_a	32390
32407	is_a	32387
32408	is_a	32388
32409	is_a	32389
32410	is_a	32390
32411	is_a	32387
32412	is_a	32388
32413	is_a	32389
32414	is_a	32390
32415	is_a	32387
32416	is_a	32388
32417	is_a	32389
32418	is_a	32390
32419	is_a	32387
32420	is_a	32388
32421	is_a	32389
32422	is_a	32390
32431	is_a	55016
32432	is_a	55017
32433	is_a	55018
32434	is_a	55019
32511	is_a	32507
32512	is_a	32508
32513	is_a	32509
32514	is_a	32510
32515	is_a	32507
32516	is_a	32508
32517	is_a	32509
32518	is_a	32510
32575	is_a	25662
32576	is_a	25663
32577	is_a	25664
32578	is_a	25665
32579	is_a	25666
32580	is_a	25667
32581	is_a	25668
32582	is_a	25669
32587	is_a	32583
32588	is_a	32584
32589	is_a	32585
32590	is_a	32586
32591	is_a	32595
32592	is_a	32596
32593	is_a	32597
32594	is_a	32598
32623	is_a	24738
32624	is_a	24739
32625	is_a	24740
32626	is_a	24741
32627	is_a	24738
32628	is_a	24739
32629	is_a	24740
32630	is_a	24741
32719	is_a	51972
32720	is_a	51973
32721	is_a	51974
32722	is_a	51975
32723	is_a	51972
32724	is_a	51973
32725	is_a	51974
32726	is_a	51975
32727	is_a	50252
32728	is_a	50253
32729	is_a	50254
32730	is_a	50255
32755	is_a	10448
32756	is_a	10449
32757	is_a	10450
32758	is_a	10451
32767	is_a	58956
32768	is_a	58957
32769	is_a	58958
32770	is_a	58959
32851	is_a	44824
32852	is_a	44825
32853	is_a	44826
32854	is_a	44827
32875	is_a	34019
32876	is_a	34020
32877	is_a	34021
32878	is_a	34022
32947	is_a	16741
32948	is_a	16742
32949	is_a	16743
32950	is_a	16744
32963	is_a	11716
32964	is_a	11717
32965	is_a	11718
32966	is_a	11719
33051	is_a	17433
33052	is_a	17434
33053	is_a	17435
33054	is_a	17436
33099	is_a	11116
33100	is_a	11117
33101	is_a	11118
33102	is_a	11119
33187	is_a	19709
33188	is_a	19710
33189	is_a	19711
33190	is_a	19712
33199	is_a	10736
33200	is_a	10737
33201	is_a	10738
33202	is_a	10739
33211	is_a	26478
33212	is_a	26479
33213	is_a	26480
33214	is_a	26481
33243	is_a	51972
33244	is_a	51973
33245	is_a	51974
33246	is_a	51975
33255	is_a	42640
33256	is_a	42641
33257	is_a	42642
33258	is_a	42643
33271	is_a	44864
33272	is_a	44865
33273	is_a	44866
33274	is_a	44867
33275	is_a	18761
33276	is_a	18762
33277	is_a	18763
33278	is_a	18764
33291	is_a	51972
33292	is_a	51973
33293	is_a	51974
33294	is_a	51975
33295	is_a	51972
33296	is_a	51973
33297	is_a	51974
33298	is_a	51975
33315	is_a	19709
33316	is_a	19710
33317	is_a	19711
33318	is_a	19712
33339	is_a	35651
33340	is_a	35652
33341	is_a	35653
33342	is_a	35654
33351	is_a	34735
33352	is_a	34736
33353	is_a	34737
33354	is_a	34738
33359	is_a	12937
33360	is_a	12938
33361	is_a	12939
33362	is_a	12940
33439	is_a	16829
33440	is_a	16830
33441	is_a	16831
33442	is_a	16832
33447	is_a	34771
33448	is_a	34772
33449	is_a	34773
33450	is_a	34774
33507	is_a	39999
33508	is_a	40000
33509	is_a	40001
33510	is_a	40002
33511	is_a	39999
33512	is_a	40000
33513	is_a	40001
33514	is_a	40002
33519	is_a	55808
33520	is_a	55809
33521	is_a	55810
33522	is_a	55811
33563	is_a	51496
33564	is_a	51497
33565	is_a	51498
33566	is_a	51499
33567	is_a	14685
33568	is_a	14686
33569	is_a	14687
33570	is_a	14688
33571	is_a	14685
33572	is_a	14686
33573	is_a	14687
33574	is_a	14688
33591	is_a	34735
33592	is_a	34736
33593	is_a	34737
33594	is_a	34738
33599	is_a	46364
33600	is_a	46365
33601	is_a	46366
33602	is_a	46367
33607	is_a	15421
33608	is_a	15422
33609	is_a	15423
33610	is_a	15424
33615	is_a	15421
33616	is_a	15422
33617	is_a	15423
33618	is_a	15424
33619	is_a	15421
33620	is_a	15422
33621	is_a	15423
33622	is_a	15424
33623	is_a	48340
33624	is_a	48341
33625	is_a	48342
33626	is_a	48343
33627	is_a	48340
33628	is_a	48341
33629	is_a	48342
33630	is_a	48343
33631	is_a	48340
33632	is_a	48341
33633	is_a	48342
33634	is_a	48343
33635	is_a	15421
33636	is_a	15422
33637	is_a	15423
33638	is_a	15424
33639	is_a	54536
33640	is_a	54537
33641	is_a	54538
33642	is_a	54539
33643	is_a	15421
33644	is_a	15422
33645	is_a	15423
33646	is_a	15424
33647	is_a	15421
33648	is_a	15422
33649	is_a	15423
33650	is_a	15424
33651	is_a	15421
33652	is_a	15422
33653	is_a	15423
33654	is_a	15424
33655	is_a	38879
33656	is_a	38881
33657	is_a	38880
33658	is_a	38882
33659	is_a	51660
33660	is_a	51661
33661	is_a	51662
33662	is_a	51663
33679	is_a	46364
33680	is_a	46365
33681	is_a	46366
33682	is_a	46367
33703	is_a	39991
33704	is_a	39992
33705	is_a	39993
33706	is_a	39994
33715	is_a	39999
33716	is_a	40000
33717	is_a	40001
33718	is_a	40002
33719	is_a	33475
33720	is_a	33476
33721	is_a	33477
33722	is_a	33478
33723	is_a	33475
33724	is_a	33476
33725	is_a	33477
33726	is_a	33478
33739	is_a	10652
33740	is_a	10654
33741	is_a	10653
33742	is_a	10655
33743	is_a	50888
33744	is_a	50889
33745	is_a	50890
33746	is_a	50891
33755	is_a	33555
33756	is_a	33556
33757	is_a	33557
33758	is_a	33558
33763	is_a	22460
33764	is_a	22462
33765	is_a	22461
33766	is_a	22463
33835	is_a	33555
33836	is_a	33556
33837	is_a	33557
33838	is_a	33558
33843	is_a	33551
33844	is_a	33552
33845	is_a	33553
33846	is_a	33554
33847	is_a	33555
33848	is_a	33556
33849	is_a	33557
33850	is_a	33558
33855	is_a	55952
33856	is_a	55953
33857	is_a	55954
33858	is_a	55955
33863	is_a	27834
33864	is_a	27835
33865	is_a	27836
33866	is_a	27837
33875	is_a	36403
33876	is_a	36404
33877	is_a	36405
33878	is_a	36406
34019	is_a	15245
34020	is_a	15246
34021	is_a	15247
34022	is_a	15248
34291	is_a	56072
34292	is_a	56073
34293	is_a	56074
34294	is_a	56075
34295	is_a	56072
34296	is_a	56073
34297	is_a	56074
34298	is_a	56075
34347	is_a	10736
34348	is_a	10737
34349	is_a	10738
34350	is_a	10739
34363	is_a	13205
34364	is_a	13206
34365	is_a	13207
34366	is_a	13208
34367	is_a	12020
34368	is_a	12021
34369	is_a	12022
34370	is_a	12023
34371	is_a	12020
34372	is_a	12021
34373	is_a	12022
34374	is_a	12023
34375	is_a	12020
34376	is_a	12021
34377	is_a	12022
34378	is_a	12023
34443	is_a	28763
34444	is_a	28764
34445	is_a	28765
34446	is_a	28766
34495	is_a	60904
34496	is_a	60905
34497	is_a	60906
34498	is_a	60907
34603	is_a	53424
34604	is_a	53425
34605	is_a	53426
34606	is_a	53427
34691	is_a	21056
34692	is_a	21057
34693	is_a	21058
34694	is_a	21059
34715	is_a	51496
34716	is_a	51497
34717	is_a	51498
34718	is_a	51499
34719	is_a	39999
34720	is_a	40000
34721	is_a	40001
34722	is_a	40002
34735	is_a	53424
34736	is_a	53425
34737	is_a	53426
34738	is_a	53427
34743	is_a	39999
34744	is_a	40000
34745	is_a	40001
34746	is_a	40002
34747	is_a	51496
34748	is_a	51497
34749	is_a	51498
34750	is_a	51499
34779	is_a	10740
34780	is_a	10741
34781	is_a	10742
34782	is_a	10743
34851	is_a	22432
34852	is_a	22433
34853	is_a	22434
34854	is_a	22435
34939	is_a	51636
34940	is_a	51637
34941	is_a	51638
34942	is_a	51639
35063	is_a	12020
35064	is_a	12021
35065	is_a	12022
35066	is_a	12023
35107	is_a	16153
35108	is_a	16154
35109	is_a	16155
35110	is_a	16156
35207	is_a	36799
35208	is_a	36800
35209	is_a	36801
35210	is_a	36802
35291	is_a	50252
35292	is_a	50253
35293	is_a	50254
35294	is_a	50255
35299	is_a	33759
35300	is_a	33761
35301	is_a	33760
35302	is_a	33762
35303	is_a	33759
35304	is_a	33761
35305	is_a	33760
35306	is_a	33762
35311	is_a	33759
35312	is_a	33761
35313	is_a	33760
35314	is_a	33762
35315	is_a	50252
35316	is_a	50253
35317	is_a	50254
35318	is_a	50255
35319	is_a	50252
35320	is_a	50253
35321	is_a	50254
35322	is_a	50255
35327	is_a	50252
35328	is_a	50253
35329	is_a	50254
35330	is_a	50255
35335	is_a	50252
35336	is_a	50253
35337	is_a	50254
35338	is_a	50255
35339	is_a	33759
35340	is_a	33761
35341	is_a	33760
35342	is_a	33762
35343	is_a	33759
35344	is_a	33761
35345	is_a	33760
35346	is_a	33762
35347	is_a	33767
35348	is_a	33768
35349	is_a	33769
35350	is_a	33770
35351	is_a	33763
35352	is_a	33765
35353	is_a	33764
35354	is_a	33766
35355	is_a	33767
35356	is_a	33768
35357	is_a	33769
35358	is_a	33770
35359	is_a	33767
35360	is_a	33768
35361	is_a	33769
35362	is_a	33770
35363	is_a	33763
35364	is_a	33764
