RHEA_ID	DIRECTION	MASTER_ID	ID
14002	LR	14001	R-HSA-192312.1
14006	LR	14005	R-HSA-1614583.3
14014	LR	14013	R-HSA-176604.2
14018	LR	14017	R-HSA-8869627.3
14018	LR	14017	R-HSA-8869633.3
14079	RL	14077	R-HSA-909776.1
14166	LR	14165	R-HSA-8954468.1
14206	LR	14205	R-HSA-8876789.1
14331	RL	14329	R-HSA-977333.2
14358	LR	14357	R-HSA-196964.2
14410	LR	14409	R-HSA-6814153.1
14470	LR	14469	R-HSA-71239.2
14506	LR	14505	R-HSA-1655879.3
14542	LR	14541	R-HSA-193385.1
14666	LR	14665	R-HSA-74255.4
14778	LR	14777	R-HSA-76590.4
14802	LR	14801	R-HSA-70486.4
14803	RL	14801	R-HSA-71850.5
14818	LR	14817	R-HSA-71173.4
14838	LR	14837	R-HSA-389862.3
14962	LR	14961	R-HSA-5693724.1
14983	RL	14981	R-HSA-193064.2
15011	RL	15009	R-HSA-197972.1
15054	LR	15053	R-HSA-73813.2
15094	LR	15093	R-HSA-71155.2
15095	RL	15093	R-HSA-517444.2
15099	RL	15097	R-HSA-70920.3
15134	LR	15133	R-HSA-70600.4
15135	RL	15133	R-HSA-70589.4
15150	LR	15149	R-HSA-965019.1
15283	RL	15281	R-HSA-6807052.2
15294	LR	15293	R-HSA-5696220.1
15306	LR	15305	R-HSA-6797955.1
15390	LR	15389	R-HSA-111930.4
15390	LR	15389	R-HSA-164377.2
15390	LR	15389	R-HSA-170676.1
15390	LR	15389	R-HSA-381607.1
15390	LR	15389	R-HSA-392129.4
15390	LR	15389	R-HSA-442715.2
15390	LR	15389	R-HSA-5211224.4
15390	LR	15389	R-HSA-5610727.2
15450	LR	15449	R-HSA-71164.4
15550	LR	15549	R-HSA-1237140.1
15554	LR	15553	R-HSA-1855208.2
15574	LR	15573	R-HSA-209821.1
15642	LR	15641	R-HSA-9012016.1
15754	LR	15753	R-HSA-111524.4
15795	RL	15793	R-HSA-189384.4
15818	LR	15817	R-HSA-965079.1
15890	LR	15889	R-HSA-70609.3
15902	LR	15901	R-HSA-71445.3
15903	RL	15901	R-HSA-71654.3
15970	LR	15969	R-HSA-5696230.1
15974	LR	15973	R-HSA-176664.2
15982	LR	15981	R-HSA-351222.1
15991	RL	15989	R-HSA-191352.1
16002	LR	16001	R-HSA-2161187.2
16062	LR	16061	R-HSA-1483116.2
16062	LR	16061	R-HSA-6814132.1
16066	LR	16065	R-HSA-389639.2
16090	LR	16089	R-HSA-1483096.2
16118	LR	16117	R-HSA-5694494.1
16122	LR	16121	R-HSA-73589.2
16170	LR	16169	R-HSA-70606.3
16190	LR	16189	R-HSA-71163.4
16302	LR	16301	R-HSA-8870346.2
16302	LR	16301	R-HSA-8938076.1
16302	LR	16301	R-HSA-9637699.1
16342	LR	16341	R-HSA-191422.1
16558	LR	16557	R-HSA-71223.2
16611	RL	16609	R-HSA-74213.2
16646	LR	16645	R-HSA-5690046.1
16834	LR	16833	R-HSA-3323013.1
16834	LR	16833	R-HSA-3341277.2
16834	LR	16833	R-HSA-3341397.2
16834	LR	16833	R-HSA-3343700.2
16834	LR	16833	R-HSA-71676.2
16846	LR	16845	R-HSA-70975.2
16854	LR	16853	R-HSA-73828.2
16867	RL	16865	R-HSA-192341.1
16870	LR	16869	R-HSA-2162002.2
16878	LR	16877	R-HSA-1655443.3
16878	LR	16877	R-HSA-6814165.2
16882	LR	16881	R-HSA-9013198.1
16894	LR	16893	R-HSA-175987.3
16958	LR	16957	R-HSA-4086392.1
16958	LR	16957	R-HSA-74059.1
16990	LR	16989	R-HSA-1855225.2
17027	RL	17025	R-HSA-5661240.2
17066	LR	17065	R-HSA-191380.1
17130	LR	17129	R-HSA-73812.2
17138	LR	17137	R-HSA-76500.1
17158	LR	17157	R-HSA-200318.2
17158	LR	17157	R-HSA-200326.2
17187	RL	17185	R-HSA-514604.3
17238	LR	17237	R-HSA-196929.2
17386	LR	17385	R-HSA-1655453.3
17442	LR	17441	R-HSA-9012597.1
17454	LR	17453	R-HSA-73814.2
17474	LR	17473	R-HSA-1474146.3
17486	LR	17485	R-HSA-265296.1
17562	LR	17561	R-HSA-372519.3
17619	RL	17617	R-HSA-266050.1
17642	LR	17641	R-HSA-350598.1
17663	RL	17661	R-HSA-70997.3
17682	LR	17681	R-HSA-70885.2
17683	RL	17681	R-HSA-508473.1
17786	LR	17785	R-HSA-888572.2
17786	LR	17785	R-HSA-888577.2
17890	LR	17889	R-HSA-5696415.2
17962	LR	17961	R-HSA-266051.2
17986	LR	17985	R-HSA-71260.4
18030	LR	18029	R-HSA-70555.4
18095	RL	18093	R-HSA-73585.2
18134	LR	18133	R-HSA-174392.2
18159	RL	18157	R-HSA-71670.4
18163	RL	18161	R-HSA-77304.2
18170	LR	18169	R-HSA-6784423.2
18246	LR	18245	R-HSA-196773.2
18254	LR	18253	R-HSA-9012036.1
18254	LR	18253	R-HSA-9012349.1
18394	LR	18393	R-HSA-909780.1
18447	RL	18445	R-HSA-73797.2
18494	LR	18493	R-HSA-159566.2
18534	LR	18533	R-HSA-209859.1
18563	RL	18561	R-HSA-194674.1
18586	LR	18585	R-HSA-70481.3
18587	RL	18585	R-HSA-70454.3
18594	LR	18593	R-HSA-428681.1
18630	LR	18629	R-HSA-197198.2
18630	LR	18629	R-HSA-8955030.1
18634	LR	18633	R-HSA-73577.2
18738	LR	18737	R-HSA-8959510.1
18782	LR	18781	R-HSA-977317.2
18822	LR	18821	R-HSA-264622.2
18966	LR	18965	R-HSA-189488.1
19071	RL	19069	R-HSA-5694071.1
19130	LR	19129	R-HSA-73632.3
19170	LR	19169	R-HSA-9034539.2
19254	LR	19253	R-HSA-1605797.1
19254	LR	19253	R-HSA-193706.1
19298	LR	19297	R-HSA-6786245.1
19302	LR	19301	R-HSA-175993.1
19362	LR	19361	R-HSA-191303.1
19375	RL	19373	R-HSA-70938.3
19454	LR	19453	R-HSA-507775.2
19454	LR	19453	R-HSA-70523.3
19455	RL	19453	R-HSA-507749.2
19455	RL	19453	R-HSA-70524.3
19498	LR	19497	R-HSA-6787757.2
19514	LR	19513	R-HSA-70560.3
19714	LR	19713	R-HSA-548843.2
19742	LR	19741	R-HSA-389580.1
19798	LR	19797	R-HSA-1855174.2
19798	LR	19797	R-HSA-1855222.2
19866	LR	19865	R-HSA-189425.1
19874	LR	19873	R-HSA-1606839.2
19938	LR	19937	R-HSA-6798317.1
19974	LR	19973	R-HSA-351210.1
19986	LR	19985	R-HSA-5692237.1
19990	LR	19989	R-HSA-1237096.1
19991	RL	19989	R-HSA-1299507.1
20014	LR	20013	R-HSA-73573.2
20222	LR	20221	R-HSA-5696839.2
20223	RL	20221	R-HSA-6801456.1
20290	LR	20289	R-HSA-390304.1
20314	LR	20313	R-HSA-1855176.2
20314	LR	20313	R-HSA-1855179.2
20434	LR	20433	R-HSA-5662471.2
20442	LR	20441	R-HSA-1614645.3
20522	LR	20521	R-HSA-5696457.1
20522	LR	20521	R-HSA-73920.2
20523	RL	20521	R-HSA-73912.2
20546	LR	20545	R-HSA-71200.2
20555	RL	20553	R-HSA-71020.2
20570	LR	20569	R-HSA-452036.3
20570	LR	20569	R-HSA-70569.3
20697	LR	20696	R-HSA-1222462.1
20697	LR	20696	R-HSA-1222469.1
20697	LR	20696	R-HSA-3299680.1
20697	LR	20696	R-HSA-3299682.1
20697	LR	20696	R-HSA-3299691.1
20697	LR	20696	R-HSA-3777112.2
20841	LR	20840	R-HSA-977301.1
20941	LR	20940	R-HSA-1855197.2
20941	LR	20940	R-HSA-2267372.3
20965	LR	20964	R-HSA-893583.1
21017	LR	21016	R-HSA-6797627.1
21037	LR	21036	R-HSA-73916.4
21037	LR	21036	R-HSA-8848215.2
21038	RL	21036	R-HSA-74181.3
21081	LR	21080	R-HSA-174391.1
21081	LR	21080	R-HSA-5603114.1
21133	LR	21132	R-HSA-74258.3
21162	RL	21160	R-HSA-75848.4
21209	LR	21208	R-HSA-977324.2
21233	LR	21232	R-HSA-70899.4
21285	LR	21284	R-HSA-5362518.1
21285	LR	21284	R-HSA-5362564.1
21361	LR	21360	R-HSA-8939959.2
21381	LR	21380	R-HSA-389622.1
21433	LR	21432	R-HSA-198508.2
21433	LR	21432	R-HSA-70979.3
21434	RL	21432	R-HSA-71783.3
21538	RL	21536	R-HSA-70785.3
21645	LR	21644	R-HSA-75887.2
21701	LR	21700	R-HSA-1237129.1
21825	LR	21824	R-HSA-70592.4
21825	LR	21824	R-HSA-70596.3
21826	RL	21824	R-HSA-70581.2
21826	RL	21824	R-HSA-70613.3
21845	LR	21844	R-HSA-177160.2
22122	RL	22120	R-HSA-71775.3
22193	LR	22192	R-HSA-73798.2
22233	LR	22232	R-HSA-191402.1
22325	LR	22324	R-HSA-266072.1
22385	LR	22384	R-HSA-1855198.2
22409	LR	22408	R-HSA-191322.1
22485	LR	22484	R-HSA-5696197.1
22586	RL	22584	R-HSA-189465.2
22629	LR	22628	R-HSA-73805.2
22673	LR	22672	R-HSA-191405.1
22861	LR	22860	R-HSA-197235.5
22861	LR	22860	R-HSA-200474.4
22861	LR	22860	R-HSA-200512.4
22889	LR	22888	R-HSA-71010.2
22925	LR	22924	R-HSA-73596.4
22965	LR	22964	R-HSA-70692.1
23101	LR	23100	R-HSA-74220.5
23102	RL	23100	R-HSA-110141.5
23177	LR	23176	R-HSA-449911.2
23177	LR	23176	R-HSA-71735.1
23177	LR	23176	R-HSA-8875071.1
23261	LR	23260	R-HSA-2161789.2
23265	LR	23264	R-HSA-2161789.2
23285	LR	23284	R-HSA-191382.1
23297	LR	23296	R-HSA-4085217.1
23353	LR	23352	R-HSA-916855.3
23445	LR	23444	R-HSA-70510.5
23446	RL	23444	R-HSA-6807826.2
23446	RL	23444	R-HSA-71849.6
23517	LR	23516	R-HSA-6799495.1
23581	LR	23580	R-HSA-76496.2
23633	LR	23632	R-HSA-70967.4
23661	LR	23660	R-HSA-70906.2
23701	LR	23700	R-HSA-6801462.1
23725	LR	23724	R-HSA-3204311.1
23733	LR	23732	R-HSA-191414.1
23821	LR	23820	R-HSA-6787632.1
23845	LR	23844	R-HSA-8959719.2
23885	LR	23884	R-HSA-5359451.1
23921	LR	23920	R-HSA-73800.2
24021	LR	24020	R-HSA-70573.3
24029	LR	24028	R-HSA-71261.4
24065	LR	24064	R-HSA-189439.2
24153	LR	24152	R-HSA-174389.2
24249	LR	24248	R-HSA-389684.3
24249	LR	24248	R-HSA-904864.3
24293	LR	24292	R-HSA-70542.4
24298	RL	24296	R-HSA-73571.2
24385	LR	24384	R-HSA-197271.2
24405	LR	24404	R-HSA-6788597.1
24405	LR	24404	R-HSA-74180.2
24409	LR	24408	R-HSA-5693346.1
24409	LR	24408	R-HSA-74241.4
24425	LR	24424	R-HSA-198813.3
24505	LR	24504	R-HSA-1237119.1
24510	RL	24508	R-HSA-2161651.2
24521	LR	24520	R-HSA-70940.4
24577	LR	24576	R-HSA-449937.2
24577	LR	24576	R-HSA-6788912.1
24577	LR	24576	R-HSA-71732.5
24593	LR	24592	R-HSA-1483190.1
24601	LR	24600	R-HSA-1614544.2
24617	LR	24616	R-HSA-5693390.1
24617	LR	24616	R-HSA-5696822.1
24617	LR	24616	R-HSA-6810594.1
24617	LR	24616	R-HSA-8862137.2
24618	RL	24616	R-HSA-804969.2
24675	LR	24674	R-HSA-73598.4
24735	LR	24734	R-HSA-880033.2
24736	RL	24734	R-HSA-880002.3
25035	RL	25033	R-HSA-2464803.2
25035	RL	25033	R-HSA-2464822.1
25035	RL	25033	R-HSA-2465940.1
25035	RL	25033	R-HSA-5419165.1
25035	RL	25033	R-HSA-5615668.1
25035	RL	25033	R-HSA-5623643.1
25105	LR	25104	R-HSA-964958.1
25109	LR	25108	R-HSA-964962.1
25144	LR	25143	R-HSA-71217.2
25157	LR	25156	R-HSA-196753.2
25161	LR	25160	R-HSA-70654.3
25162	RL	25160	R-HSA-70666.3
25178	LR	25177	R-HSA-70713.2
25218	LR	25217	R-HSA-209792.1
25254	LR	25253	R-HSA-4085028.1
25266	LR	25265	R-HSA-141200.1
25270	LR	25269	R-HSA-209903.1
25278	LR	25277	R-HSA-111955.1
25278	LR	25277	R-HSA-111962.2
25278	LR	25277	R-HSA-162425.4
25278	LR	25277	R-HSA-418553.2
25278	LR	25277	R-HSA-9629675.1
25278	LR	25277	R-HSA-9644869.1
25291	LR	25290	R-HSA-71707.2
25295	LR	25294	R-HSA-5696091.1
25295	LR	25294	R-HSA-71691.2
25295	LR	25294	R-HSA-71723.2
25312	LR	25311	R-HSA-389842.5
25356	LR	25355	R-HSA-389611.1
25481	LR	25480	R-HSA-74177.3
25569	LR	25568	R-HSA-8869606.3
25569	LR	25568	R-HSA-8869607.3
25577	LR	25576	R-HSA-189423.1
25581	LR	25580	R-HSA-6787677.1
25626	LR	25625	R-HSA-5696131.1
25801	LR	25800	R-HSA-141351.1
25805	LR	25804	R-HSA-141341.1
25813	LR	25812	R-HSA-141348.1
26137	LR	26136	R-HSA-5693742.1
26137	LR	26136	R-HSA-5693751.1
26390	LR	26389	R-HSA-5164399.1
26427	LR	26426	R-HSA-504054.3
26427	LR	26426	R-HSA-73647.3
26560	RL	26558	R-HSA-77314.2
27319	LR	27318	R-HSA-109527.1
27455	RL	27453	R-HSA-209921.1
27515	LR	27514	R-HSA-428664.1
27519	LR	27518	R-HSA-428690.1
27519	LR	27518	R-HSA-428696.1
27519	LR	27518	R-HSA-428701.1
27671	LR	27670	R-HSA-1855154.2
27715	LR	27714	R-HSA-109278.3
27715	LR	27714	R-HSA-109470.4
27715	LR	27714	R-HSA-74248.4
27719	LR	27718	R-HSA-109278.3
27787	LR	27786	R-HSA-71401.2
27803	LR	27802	R-HSA-2162253.2
27951	LR	27950	R-HSA-352103.1
27951	LR	27950	R-HSA-352107.1
27951	LR	27950	R-HSA-352158.1
27951	LR	27950	R-HSA-352191.2
27951	LR	27950	R-HSA-352232.3
28043	LR	28042	R-HSA-71397.2
28151	LR	28150	R-HSA-351208.1
28191	LR	28190	R-HSA-74241.4
28219	LR	28218	R-HSA-6789031.1
28219	LR	28218	R-HSA-6789126.1
28235	LR	28234	R-HSA-70655.2
28236	RL	28234	R-HSA-70667.3
28343	LR	28342	R-HSA-2509838.4
28355	LR	28354	R-HSA-77345.2
28359	LR	28358	R-HSA-77274.2
28487	LR	28486	R-HSA-1362417.1
28487	LR	28486	R-HSA-917936.1
28488	RL	28486	R-HSA-442368.2
28488	RL	28486	R-HSA-904830.1
28611	LR	28610	R-HSA-2509831.4
28622	RL	27318	R-HSA-109529.1
28697	RL	28695	R-HSA-2752067.1
28701	RL	28699	R-HSA-8959798.1
28704	LR	28703	R-HSA-437300.2
28749	RL	28747	R-HSA-444416.1
28784	LR	28783	R-HSA-1247910.2
28808	LR	28807	R-HSA-8943279.2
28900	LR	28899	R-HSA-375405.1
28900	LR	28899	R-HSA-375417.1
28945	RL	28943	R-HSA-6797957.1
28965	RL	28963	R-HSA-375405.1
28965	RL	28963	R-HSA-375417.1
28968	LR	28967	R-HSA-352052.2
28968	LR	28967	R-HSA-352059.1
28968	LR	28967	R-HSA-352108.1
28989	RL	28987	R-HSA-428585.1
28993	RL	28991	R-HSA-4085020.1
29252	LR	29251	R-HSA-2889070.1
29256	LR	29255	R-HSA-8949703.1
29264	LR	29263	R-HSA-352059.1
29264	LR	29263	R-HSA-352108.1
29264	LR	29263	R-HSA-375473.1
29268	LR	29267	R-HSA-352059.1
29268	LR	29267	R-HSA-375473.1
29276	LR	29275	R-HSA-375473.1
29284	LR	29283	R-HSA-352059.1
29284	LR	29283	R-HSA-352108.1
29284	LR	29283	R-HSA-375473.1
29352	LR	29351	R-HSA-437084.1
29352	LR	29351	R-HSA-442317.1
29352	LR	29351	R-HSA-442345.1
29352	LR	29351	R-HSA-442387.1
29352	LR	29351	R-HSA-442393.1
29352	LR	29351	R-HSA-442405.1
29352	LR	29351	R-HSA-442422.1
29353	RL	29351	R-HSA-435366.1
29353	RL	29351	R-HSA-435375.1
29353	RL	29351	R-HSA-437085.1
29353	RL	29351	R-HSA-437129.1
29353	RL	29351	R-HSA-437136.1
29353	RL	29351	R-HSA-437139.1
29364	LR	29363	R-HSA-109380.5
29364	LR	29363	R-HSA-109449.4
29368	LR	29367	R-HSA-109291.4
29376	LR	29375	R-HSA-109415.3
29380	LR	29379	R-HSA-109470.4
29380	LR	29379	R-HSA-74248.4
29400	LR	29399	R-HSA-2509827.4
29416	LR	29415	R-HSA-373867.3
29417	RL	29415	R-HSA-373875.3
29420	LR	29419	R-HSA-2872444.1
29420	LR	29419	R-HSA-425994.1
29421	RL	29419	R-HSA-426015.1
29444	LR	29443	R-HSA-375417.1
29449	RL	29447	R-HSA-8953430.1
29456	LR	29455	R-HSA-376200.1
29464	LR	29463	R-HSA-1296046.2
29464	LR	29463	R-HSA-5678261.2
29465	RL	29463	R-HSA-1013020.1
29465	RL	29463	R-HSA-1296024.2
29465	RL	29463	R-HSA-1296035.2
29465	RL	29463	R-HSA-1296037.1
29465	RL	29463	R-HSA-1296039.1
29465	RL	29463	R-HSA-1296043.1
29465	RL	29463	R-HSA-1296045.1
29465	RL	29463	R-HSA-1296127.1
29465	RL	29463	R-HSA-1296348.1
29465	RL	29463	R-HSA-1299297.1
29465	RL	29463	R-HSA-1299304.1
29465	RL	29463	R-HSA-1299318.1
29465	RL	29463	R-HSA-1299338.1
29465	RL	29463	R-HSA-1299359.1
29465	RL	29463	R-HSA-1369017.2
29465	RL	29463	R-HSA-2534365.1
29465	RL	29463	R-HSA-5577050.1
29465	RL	29463	R-HSA-5577234.1
29465	RL	29463	R-HSA-5577237.4
29465	RL	29463	R-HSA-5578910.1
29465	RL	29463	R-HSA-5683209.1
29465	RL	29463	R-HSA-877187.1
29576	LR	29575	R-HSA-352059.1
29576	LR	29575	R-HSA-352108.1
29576	LR	29575	R-HSA-375473.1
29580	LR	29579	R-HSA-435349.1
29656	LR	29655	R-HSA-376200.1
29668	LR	29667	R-HSA-432010.2
29668	LR	29667	R-HSA-432065.2
29668	LR	29667	R-HSA-507868.4
29669	RL	29667	R-HSA-432054.2
29669	RL	29667	R-HSA-432067.2
29669	RL	29667	R-HSA-445714.2
29669	RL	29667	R-HSA-507870.4
29672	LR	29671	R-HSA-139855.2
29672	LR	29671	R-HSA-169683.3
29672	LR	29671	R-HSA-2089943.2
29672	LR	29671	R-HSA-210420.3
29672	LR	29671	R-HSA-2534359.1
29672	LR	29671	R-HSA-265645.1
29672	LR	29671	R-HSA-3295579.3
29672	LR	29671	R-HSA-399712.4
29672	LR	29671	R-HSA-426223.1
29672	LR	29671	R-HSA-432164.4
29672	LR	29671	R-HSA-434798.1
29672	LR	29671	R-HSA-4420052.2
29672	LR	29671	R-HSA-451311.2
29672	LR	29671	R-HSA-5263618.1
29672	LR	29671	R-HSA-5577213.5
29672	LR	29671	R-HSA-622326.2
29672	LR	29671	R-HSA-629595.2
29672	LR	29671	R-HSA-8949178.1
29673	RL	29671	R-HSA-2685505.2
29673	RL	29671	R-HSA-418309.1
29673	RL	29671	R-HSA-8949145.1
29676	LR	29675	R-HSA-432049.3
29676	LR	29675	R-HSA-507869.3
29677	RL	29675	R-HSA-432074.3
29677	RL	29675	R-HSA-507871.3
29681	RL	29679	R-HSA-6803255.1
29704	LR	29703	R-HSA-352103.1
29704	LR	29703	R-HSA-352107.1
29704	LR	29703	R-HSA-352191.2
29704	LR	29703	R-HSA-352232.3
29725	RL	29723	R-HSA-6784434.2
29725	RL	29723	R-HSA-6784436.3
29824	LR	29823	R-HSA-427570.1
29824	LR	29823	R-HSA-432036.4
29824	LR	29823	R-HSA-975340.3
29824	LR	29823	R-HSA-975389.1
29824	LR	29823	R-HSA-975449.1
29825	RL	29823	R-HSA-2684901.3
29825	RL	29823	R-HSA-2744228.1
29825	RL	29823	R-HSA-2744242.3
29825	RL	29823	R-HSA-2744349.1
29825	RL	29823	R-HSA-2744361.3
29825	RL	29823	R-HSA-8941543.1
29825	RL	29823	R-HSA-9659568.1
29828	LR	29827	R-HSA-426223.1
29828	LR	29827	R-HSA-442661.2
29828	LR	29827	R-HSA-5336453.1
29828	LR	29827	R-HSA-5336466.1
29828	LR	29827	R-HSA-5339528.1
29828	LR	29827	R-HSA-5339538.1
29829	RL	29827	R-HSA-5336454.1
29864	LR	29863	R-HSA-1008248.3
30088	LR	30087	R-HSA-880050.2
30236	LR	30235	R-HSA-70679.4
30268	LR	30267	R-HSA-9640302.1
30549	RL	30547	R-HSA-77325.2
30592	LR	30591	R-HSA-141202.1
30592	LR	30591	R-HSA-5696146.1
30656	LR	30655	R-HSA-73635.4
30657	RL	30655	R-HSA-75126.4
30684	LR	30683	R-HSA-4085021.1
30721	RL	30719	R-HSA-70844.3
30732	LR	30731	R-HSA-77319.3
30736	LR	30735	R-HSA-1855211.2
30740	LR	30739	R-HSA-1855210.2
30748	LR	30747	R-HSA-77299.2
30752	LR	30751	R-HSA-201035.2
30752	LR	30751	R-HSA-434382.1
30784	LR	30783	R-HSA-6813749.2
30796	LR	30795	R-HSA-71037.2
30800	LR	30799	R-HSA-77312.2
30816	LR	30815	R-HSA-8940074.3
30848	LR	30847	R-HSA-71046.3
30944	LR	30943	R-HSA-77338.2
31040	LR	31039	R-HSA-77263.2
31064	LR	31063	R-HSA-70745.3
31077	RL	31075	R-HSA-77256.2
31089	RL	31087	R-HSA-77340.2
31093	RL	31091	R-HSA-77271.2
31100	LR	31099	R-HSA-70859.3
31105	RL	31103	R-HSA-197963.1
31113	RL	31111	R-HSA-77321.2
31121	RL	31119	R-HSA-70830.2
31144	LR	31143	R-HSA-77323.2
31152	LR	31151	R-HSA-2408543.2
31160	LR	31159	R-HSA-77303.2
31165	RL	31163	R-HSA-77301.2
31168	LR	31167	R-HSA-77283.2
31173	RL	31171	R-HSA-77277.2
31176	LR	31175	R-HSA-70870.2
31180	LR	31179	R-HSA-77254.2
31185	RL	31183	R-HSA-77309.2
31188	LR	31187	R-HSA-77342.2
31193	RL	31191	R-HSA-77344.2
31196	LR	31195	R-HSA-77331.2
31201	RL	31199	R-HSA-77333.2
31205	RL	31203	R-HSA-77329.2
31208	LR	31207	R-HSA-77327.2
31212	LR	31211	R-HSA-2408551.1
31240	LR	31239	R-HSA-190182.1
31284	LR	31283	R-HSA-188467.2
31564	LR	31563	R-HSA-266046.3
31576	LR	31575	R-HSA-2395849.3
