Name	20402_8#5	20402_8#6	20402_8#15	20402_8#16	20402_8#25	20402_8#26	Average (TPM)
TMUE_0000000197	8.451948	0	0	0	0	1.074891	1.5878065
TMUE_0000000198	3.851592	5.809888	4.628229	1.177348	1.719415	2.609824	3.299382667
TMUE_0000000199	13.251177	22.345664	74.521104	51.220109	87.522529	68.089532	52.82501917
TMUE_0000000200	384.811529	121.605423	205.526508	65.142071	267.078536	201.221065	207.5641887
TMUE_0000000201	0	0	0	0	0	0	0
TMUE_0000000202	21.034398	45.419753	45.814047	10.752849	35.201698	45.468488	33.94853883
TMUE_0000000203	0	0	0	0	0	0	0
TMUE_0000000204	0	0	0	0	0	1.226373	0.2043955
TMUE_0000000205	0	0	0	0	0	0	0
TMUE_0000000206	31.015217	17.834506	58.708579	21.50606	63.414437	61.636881	42.35261333
TMUE_0000000207	722.233378	410.547531	458.282627	163.835476	549.127674	575.836462	479.9771913
TMUE_0000000208	0	3.279548	46.31071	8.637805	51.565856	31.963871	23.62629833
TMUE_0000000209	0	17.958619	19.890818	2.12219	9.839911	9.847553	9.943181833
TMUE_0000000210	42.425223	18.76245	67.500738	20.895109	90.926389	62.797209	50.55118633
TMUE_0000000211	0	6.198994	71.681409	12.092217	59.388718	41.679625	31.8401605
TMUE_0000000212	1.535984	1.978319	66.204316	1.869066	40.074873	21.023634	22.11436533
TMUE_0000000213	13.428749	10.304013	50.216271	18.2772	93.876449	59.095949	40.8664385
TMUE_0000000214	128.672346	30.343441	94.292047	56.383166	50.318886	42.263725	67.04560183
TMUE_0000000215	0	0	7.10284	6.302131	0	0	2.234161833
TMUE_0000000216	0	0	0	0	0	0	0
TMUE_0000000217	0	0	0	0	12.307247	0	2.051207833
TMUE_0000000218	0	4.584675	0	6.494573	0	0	1.846541333
TMUE_0000000219	0	0	0	0	0	1.644737	0.274122833
TMUE_0000000220	0	0	3.743455	0	1.288779	6.966241	1.999745833
TMUE_0000000221	0	0	3.091769	0	0	0	0.515294833
TMUE_0000000222	0	0	0	0	0	1.230317	0.205052833
TMUE_0000000223	0	0	0	0	0	0	0
TMUE_0000000224	0	0	1.616553	2.874176	0.833073	0	0.887300333
TMUE_0000000225	0	0	1.25293	0	0	5.595386	1.141386
TMUE_0000000226	0	0	0	0	5.921905	0	0.986984167
TMUE_0000000227	0	2.98537	1.194142	2.114659	0	1.3345	1.271445167
TMUE_0000000228	0	0	0	0	0	0	0
TMUE_0000000229	13.142242	0	0	0	0	0	2.190373667
TMUE_0000000230	246.560067	94.155988	171.89804	31.488889	210.355259	111.202265	144.2767513
TMUE_0000000231	0	4.205591	0	0	1.746688	5.615167	1.927907667
TMUE_0000000232	102.338634	43.685265	26.714504	14.721862	41.463657	18.518828	41.24045833
TMUE_0000000233	0	1.123128	0	2.606018	0	1.012753	0.7903165
TMUE_0000000234	66.52072	22.006436	69.365552	15.600017	82.380426	71.032714	54.48431083
TMUE_0000000235	0	1.905839	9.170545	2.698152	20.544501	0	5.7198395
TMUE_0000000236	0	0	8.071601	0	4.18113	11.140929	3.898943333
TMUE_0000000237	0	0	0	0	0	0	0
TMUE_0000000238	0	0	0	0	0	0	0
TMUE_0000000239	64.868609	7.534753	88.78761	31.978933	96.165994	80.214692	61.59176517
TMUE_0000000240	55.486953	30.870744	56.540642	38.321258	42.400867	33.98941	42.934979
TMUE_0000000241	0	0	0	0	0	0	0
TMUE_0000000242	5.514267	5.347862	1.541683	2.76179	14.464286	14.307707	7.3229325
TMUE_0000000243	3.954532	0.852019	0.678824	0	2.796893	0	1.380378
TMUE_0000000244	0	0	0	0	0	0	0
TMUE_0000000245	0	0	0.59571	0	0	0	0.099285
TMUE_0000000246	0	0	0	0	19.186624	0	3.197770667
TMUE_0000000247	1371.456845	648.44614	1175.251698	254.649081	1058.594263	897.59154	900.9982612
TMUE_0000000248	0	0	9.909394	0	10.270739	16.307653	6.081297667
TMUE_0000000249	9.096169	5.113852	0	0	0	0	2.368336833
TMUE_0000000250	10.247619	15.302515	29.842463	9.280083	58.138966	33.05558	25.977871
TMUE_0000000251	46.314249	11.56917	25.146306	2.340704	50.591487	11.807086	24.628167
TMUE_0000000252	0	1.924855	9.26259	2.725025	4.78912	1.715469	3.402843167
TMUE_0000000253	49.690309	15.631882	105.679325	18.121494	70.380626	83.896131	57.2332945
TMUE_0000000254	22.711651	2.345389	29.268193	19.515163	24.694015	15.849153	19.06392733
TMUE_0000000255	20.528351	42.120988	64.624675	31.308387	122.505644	32.267932	52.22599617
TMUE_0000000256	0	0	0	0	7.59046	2.001841	1.598716833
TMUE_0000000257	0	4.483845	0	0	0	9.422531	2.317729333
TMUE_0000000258	70.862644	9.81546	143.272855	20.485741	208.853223	126.805174	96.68251617
TMUE_0000000259	0	0	0	0	0	0	0
TMUE_0000000260	0	0	0	0	2.569792	0	0.428298667
TMUE_0000000261	0	0	0	0	0	0	0
TMUE_0000000262	0	0	0	0	0	6.35099	1.058498333
TMUE_0000000263	4.126503	0	0	0.361529	0	0	0.748005333
TMUE_0000000264	0	3.16137	3.19416	1.224336	4.690256	5.96252	3.038773667
TMUE_0000000265	0	0.457016	0	0	3.46494	2.335732	1.042948
TMUE_0000000266	44.709327	16.446095	63.541484	29.130548	73.494347	88.298876	52.60344617
TMUE_0000000267	9.696703	4.191066	4.441216	3.966233	7.994063	9.228894	6.5863625
TMUE_0000000268	25.467556	18.709752	34.938917	6.625602	27.064357	32.044709	24.1418155
TMUE_0000000269	6.489681	1.121143	13.81954	0.795601	0.917369	10.092536	5.539311667
TMUE_0000000270	20.491977	37.74072	30.325192	28.756361	36.281234	46.23666	33.30535733
TMUE_0000000271	19.619623	6.356739	5.054173	4.511229	6.066369	9.539418	8.524591833
TMUE_0000000272	996.25983	781.797213	1008.026899	253.451123	581.281001	705.785148	721.1002023
TMUE_0000000273	0	0	0	0	0	0	0
TMUE_0000000274	0.436472	0	0.149993	0	0	0	0.097744167
TMUE_0000000275	0	0	1.377135	0	0	0	0.2295225
TMUE_0000000276	0	0	0	0	0	0	0
TMUE_0000000277	0	0	15.313857	0	3.976793	25.192433	7.413847167
TMUE_0000000278	0	0	0	0	0	0	0
TMUE_0000000279	0	0	0	0	5.714782	0	0.952463667
TMUE_0000000280	179.415805	61.086843	261.068515	54.575764	343.866622	208.020003	184.6722587
TMUE_0000000281	0	35.420004	62.203094	0	38.248204	22.514765	26.39767783
TMUE_0000000282	0	0	0	0	0	18.854132	3.142355333
TMUE_0000000283	2.046489	6.7034	18.770564	5.019152	12.048056	12.8375	9.570860167
TMUE_0000000284	12.407536	0	0	0	0	0	2.067922667
TMUE_0000000285	0	0	0	0	0	0	0
TMUE_0000000286	0	7.375175	0	0	0	0	1.229195833
TMUE_0000000287	12.028088	22.829122	23.998646	7.02632	55.005654	0	20.14797167
TMUE_0000000288	0	0	0	0	0	0	0
TMUE_0000000289	89.594894	29.195159	71.673933	12.917819	61.992315	45.567334	51.82357567
TMUE_0000000290	31.640374	16.848673	77.321851	11.381646	82.262878	75.700375	49.19263283
TMUE_0000000291	2.840925	3.066182	7.317555	6.962054	5.020452	6.621849	5.304836167
TMUE_0000000292	893.243332	553.672604	1051.323777	791.509194	1266.370502	1237.813054	965.6554105
TMUE_0000000293	111.402968	30.318738	85.203279	20.138554	114.637837	80.086628	73.631334
TMUE_0000000294	14.242695	5.107594	13.03601	13.036506	6.718171	12.830195	10.8285285
TMUE_0000000295	34.887355	4.979564	9.304596	2.350761	2.746658	2.964338	9.538878667
TMUE_0000000296	23.438642	59.480867	117.262915	23.380958	27.674887	90.09115	56.8882365
TMUE_0000000297	4.266424	0	0	2.583564	0	0	1.141664667
TMUE_0000000298	0	0	9.090695	8.053998	8.211073	6.355768	5.285255667
TMUE_0000000299	22.754371	3.633085	7.047571	1.774812	7.36185	10.946615	8.919717333
TMUE_0000000300	0	0	0	0	0	0	0
TMUE_0000000301	25.45538	17.656014	31.844491	7.912904	30.762472	23.108462	22.78995383
TMUE_0000000302	0	2.30952	9.798062	1.638859	13.891052	9.0834	6.120148833
TMUE_0000000303	0	0	0	0	7.707673	0	1.284612167
TMUE_0000000304	2.09548	0	9.312104	0	9.195657	8.551326	4.8590945
TMUE_0000000305	0	3.682008	0	0	3.065335	3.241687	1.664838333
TMUE_0000000306	0	0	2.40344	0	0	0	0.400573333
TMUE_0000000307	94.823787	32.775527	44.377541	24.714627	95.074892	42.42804	55.699069
TMUE_0000000308	0	0	0	0	0	0	0
TMUE_0000000309	0	0	0	0	0	0	0
TMUE_0000000310	0	0	0	0	1.730589	0	0.2884315
TMUE_0000000311	56.467206	19.798318	54.201389	0	95.34957	74.267834	50.01405283
TMUE_0000000312	1.620055	1.397868	1.112628	0.991705	4.581609	3.771219	2.245847333
TMUE_0000000313	0	0	9.037859	0	0	0	1.506309833
TMUE_0000000314	23.4143	0	0	14.312955	5.157748	18.884294	10.29488283
TMUE_0000000315	46.824459	20.184095	23.793342	11.453115	35.100625	29.743991	27.84993783
TMUE_0000000316	0	0	0	0	0	0	0
TMUE_0000000317	101.260095	113.773853	311.370405	70.479267	287.788337	319.651886	200.7206405
TMUE_0000000318	121.343354	0	0	0	14.277599	15.545623	25.19442933
TMUE_0000000319	0	0	0	0	0	0	0
TMUE_0000000320	0	2.575088	0	0	2.127097	4.495399	1.532930667
TMUE_0000000321	0	0	0	0	0	0	0
TMUE_0000000322	0	0	0	0	0	0	0
TMUE_0000000323	3.097948	0	3.193805	1.089044	5.781941	3.633748	2.799414333
TMUE_0000000324	0	5.893445	1.183727	0	2.454703	2.606446	2.0230535
TMUE_0000000325	145.40238	115.868249	116.244608	29.28624	128.867822	132.630814	111.3833522
TMUE_0000000326	58.664684	36.235973	45.617129	35.860558	69.661557	48.679786	49.11994783
TMUE_0000000327	0	0	0	0	0	0	0
TMUE_0000000328	18.399788	4.631937	0	1.408426	16.259756	7.836985	8.089482
TMUE_0000000329	48.89844	6.44533	19.349186	6.846392	14.658081	8.635911	17.47222333
TMUE_0000000330	78.307659	33.388712	17.771155	0	27.58887	29.774604	31.1385
TMUE_0000000331	0	22.502439	71.848416	0	18.536568	20.225366	22.18546483
TMUE_0000000332	0	0	3.854022	0	0	7.57043	1.904075333
TMUE_0000000333	16.362183	20.977944	11.097831	0	0	0	8.072993
TMUE_0000000334	0	0	0	0	0	10.596962	1.766160333
TMUE_0000000335	0	2.223801	2.678912	1.573238	0.924331	0	1.233380333
TMUE_0000000336	0	0	9.909394	0	0	0	1.651565667
TMUE_0000000337	1334.572222	1218.735875	1377.294378	439.576215	2409.272803	1272.602083	1342.008929
TMUE_0000000338	1571.338675	803.805617	853.697665	364.128647	937.323504	898.395939	904.7816745
TMUE_0000000339	0	8.336519	0	0	6.01988	3.020233	2.896105333
TMUE_0000000340	0	8.025191	94.004216	22.796486	56.796835	10.854262	32.07949833
TMUE_0000000341	22.02962	0	0.756202	0	0.779209	3.405764	4.4951325
TMUE_0000000342	0	0	1.307992	0	0	0	0.217998667
TMUE_0000000343	0.424372	1.835617	3.644922	4.169949	6.296002	4.964387	3.555874833
TMUE_0000000344	98.899359	73.260494	75.787961	43.521006	76.478873	46.195679	69.02389533
TMUE_0000000345	50.438031	0	0	0	8.290716	8.290311	11.169843
TMUE_0000000346	0	47.989313	5.50215	42.08652	13.16787	2.557229	18.55051367
TMUE_0000000347	68.98569	35.77089	54.37477	28.396225	68.442177	55.756721	51.95441217
TMUE_0000000348	9.411201	4.152758	5.11686	5.762248	0	9.092236	5.589217167
TMUE_0000000349	10.651433	4.542982	16.824262	3.22118	10.284253	0	7.587351667
TMUE_0000000350	0	0	0.616355	1.935556	0.636544	4.130161	1.219769333
TMUE_0000000351	0	9.292261	0	2.928006	11.03533	6.266677	4.920379
TMUE_0000000352	18.925127	7.061494	0	3.465304	6.13392	2.418597	6.334073667
TMUE_0000000353	0	1.100322	2.535781	0	0.895204	2.958895	1.248367
TMUE_0000000354	54.250106	12.083948	58.682734	13.018952	39.951789	29.856882	34.64073517
TMUE_0000000355	1.349235	0	0	0.822194	0	0	0.361904833
TMUE_0000000356	66.458714	27.082451	77.95523	13.837919	73.114241	62.420654	53.4782015
TMUE_0000000357	0	0	5.632667	0	0	0	0.938777833
TMUE_0000000358	0	2.406954	0	0	0	1.078235	0.580864833
TMUE_0000000359	0	0	0	0	0	0	0
TMUE_0000000360	61.149079	17.549435	21.891105	16.591428	25.035875	30.624344	28.80687767
TMUE_0000000361	25.511371	57.053723	25.39025	24.889069	44.230901	20.659327	32.9557735
TMUE_0000000362	0	0	0	0	0	0	0
TMUE_0000000363	0	0	0	0	0	0	0
TMUE_0000000364	27.74336	8.17296	11.413773	6.326132	15.374836	10.796437	13.304583
TMUE_0000000365	0	0	0	0	0	0	0
TMUE_0000000366	163.858688	30.844641	54.290025	0	87.769538	54.155639	65.1530885
TMUE_0000000367	0	0	0	0	2.332193	1.927685	0.709979667
TMUE_0000000368	0	0	0	0	0	0	0
TMUE_0000000369	25.047566	1.190165	10.903538	0	0	0	6.1902115
TMUE_0000000370	0	0	0	0	0	0	0
TMUE_0000000371	0	0	24.907605	0	44.589534	0	11.5828565
TMUE_0000000372	0	16.510458	10.786553	0	13.684536	2.765105	7.291108667
TMUE_0000000373	0	0	0.992967	0	1.89712	2.27587	0.860992833
TMUE_0000000374	0	0	8.003468	1.187569	7.556554	12.785833	4.922237333
TMUE_0000000375	87.324376	58.767195	111.858486	42.533022	111.272442	94.068013	84.30392233
