Name	20402_8#5	20402_8#6	20402_8#15	20402_8#16	20402_8#25	20402_8#26	Average (TPM)
TMUE_1000003524	174.823185	185.999039	274.506825	105.475831	226.636276	221.255531	198.1161145
TMUE_1000003525	0	0	2.288918	0	0	0	0.381486333
TMUE_1000003526	0	0	5.075833	0	0.802363	0.435106	1.052217
TMUE_1000003527	0	0	7.265096	0	12.306438	0	3.261922333
TMUE_1000003528	0	0	0	0	0	0	0
TMUE_1000003529	16.594163	9.730235	21.170937	4.361405	17.172117	19.369322	14.73302983
TMUE_1000003530	0	0	0	0	0	0	0
TMUE_1000003531	56.379246	0	0	0	0	0	9.396541
TMUE_1000003532	33.007481	0.983684	34.404829	9.075944	43.031922	31.451751	25.32593517
TMUE_1000003533	0	0	0	0	0	0	0
TMUE_1000003534	0	0	0	0	0	0	0
TMUE_1000003535	19.511979	23.08577	36.832391	5.951554	52.636762	22.589286	26.767957
TMUE_1000003536	0	33.170497	63.920511	51.663874	33.157973	67.301017	41.53564533
TMUE_1000003537	124.847029	25.277671	61.853345	14.745625	62.637402	69.129024	59.74834933
TMUE_1000003538	83.578712	42.434437	27.420595	12.493822	24.301131	17.986649	34.70255767
TMUE_1000003539	0	0	0	0	0	0	0
TMUE_1000003540	2.507897	1.078747	2.582129	0	6.211338	5.80425	3.030726833
TMUE_1000003541	19.327757	6.12173	13.276775	6.318866	23.678286	9.017923	12.9568895
TMUE_1000003542	18.287819	18.646043	18.839172	24.420561	44.080537	15.476064	23.29169933
TMUE_1000003543	10.045651	4.345599	13.07802	3.087575	16.629282	14.849039	10.33919433
TMUE_1000003545	62.396481	91.348396	282.746293	66.71283	238.106194	254.328835	165.9398382
TMUE_1000003546	1.73736	5.244723	69.796524	14.881829	86.607847	98.335467	46.100625
TMUE_1000003547	12.703682	5.405722	36.928751	3.824444	29.263253	28.742309	19.47802683
TMUE_1000003548	1.222848	8.980674	10.500543	2.249433	7.345988	8.086347	6.397638833
TMUE_1000003549	36.991367	3.541265	65.61179	20.091229	69.77231	81.095062	46.18383717
TMUE_1000003550	0	0	0	0	0	0	0
TMUE_1000003551	63.908598	0	10.881986	0	10.812895	7.954072	15.59292517
TMUE_1000003552	31.769861	9.133103	11.51455	4.319076	26.209106	13.682387	16.1046805
TMUE_1000003553	4.302694	2.476608	2.462807	6.150489	8.110695	3.899835	4.567188
TMUE_1000003554	0	0	0	0	1.903817	0	0.317302833
TMUE_1000003556	0	0	0	0	0	0	0
TMUE_1000003557	22.01136	0.790785	6.927713	3.365491	12.971354	18.476997	10.75728333
TMUE_1000003558	0	5.889569	3.377616	2.322971	3.472264	6.786251	3.641445167
TMUE_1000003559	0	0	5.092029	0	0	16.771936	3.643994167
TMUE_1000003560	95.864969	41.294122	79.412381	8.912633	72.231151	73.354685	61.84499017
TMUE_1000003561	25.009825	10.673409	29.736922	15.168108	48.502983	27.948275	26.17325367
TMUE_1000003562	6.49605	9.32476	5.946466	11.902225	11.488159	5.859764	8.502904
TMUE_1000003563	0	0	0	0	0	0	0
TMUE_1000003564	67.641383	32.775538	110.296331	12.912611	142.044745	76.023082	73.615615
TMUE_1000003565	0	0	3.943324	1.749543	2.03385	5.528154	2.209145167
TMUE_1000003566	0	0	0	0	3.80381	0	0.633968333
TMUE_1000003567	0	0	4.454509	0	7.864202	5.025875	2.890764333
TMUE_1000003568	0	0	0	3.647539	8.586257	6.858509	3.182050833
TMUE_1000003569	0	0	0	0	0	0	0
TMUE_1000003570	0	0	0	0	0	0	0
TMUE_1000003571	36.08742	0	20.03333	3.221027	54.141683	37.513142	25.16610033
TMUE_1000003572	0	2.222981	3.560272	0	14.736847	15.577875	6.016329167
TMUE_1000003573	8.937566	4.488848	12.047973	3.626641	11.597768	5.404778	7.683929
TMUE_1000003574	873.436922	479.846194	303.891746	363.563978	445.763193	338.533956	467.5059982
TMUE_1000003575	7.74636	0	5.283207	0	2.740555	0	2.628353667
TMUE_1000003576	3.705024	7.159112	38.323799	10.165079	33.568212	16.684557	18.2676305
TMUE_1000003577	70.861878	16.443783	30.838928	0	11.414158	29.136471	26.449203
TMUE_1000003578	0	0	0	0	0	0	0
TMUE_1000003579	0	0	1.678759	0	0	0	0.279793167
TMUE_1000003580	6.855605	44.09688	91.707643	22.907134	44.914668	36.80171	41.21394
TMUE_1000003581	48.050716	17.728969	172.001367	25.141251	141.645295	91.038337	82.60098917
TMUE_1000003582	3.224397	2.094267	7.017265	7.931291	7.970449	7.979374	6.036173833
TMUE_1000003583	236.746163	83.885932	231.500109	64.849714	212.64705	186.658847	169.3813025
TMUE_1000003584	10.213805	43.530693	3.478667	49.348362	36.1155	11.444622	25.68860817
TMUE_1000003585	0	0	1.369837	1.219325	2.116562	4.632754	1.556413
TMUE_1000003586	174.127936	112.658009	192.220963	64.844356	216.994163	185.744525	157.764992
TMUE_1000003587	0	0	1.761157	0	0	0	0.293526167
TMUE_1000003588	133.721295	49.220121	163.946991	37.554388	132.335893	136.546394	108.8875137
TMUE_1000003589	3.10416	3.348804	11.725888	8.553298	21.945393	11.446209	10.02062533
TMUE_1000003590	333.29662	186.244734	390.981989	90.46966	275.52477	228.960563	250.913056
TMUE_1000003591	0	0	0	0	0	0	0
TMUE_1000003592	0	0	0	0	0	0	0
TMUE_1000003593	0	0	15.662152	0	0	0	2.610358667
TMUE_1000003594	3.368481	3.245101	3.087351	2.881246	2.906707	3.004948	3.082305667
TMUE_1000003595	0	0	0	0	0	0	0
TMUE_1000003596	32.129567	26.987051	80.131114	34.149811	98.044596	75.413344	57.80924717
TMUE_1000003597	0	0	0	0	4.93565	0	0.822608333
TMUE_1000003598	5.935657	12.638826	26.403115	3.576352	23.146314	0	11.950044
TMUE_1000003599	11.508394	0.709231	5.080926	2.012591	12.786387	1.913244	5.668462167
TMUE_1000003600	6.777028	4.384583	13.962413	6.220822	31.146737	28.25125	15.1238055
TMUE_1000003601	30.701871	20.906114	23.707214	17.160019	39.832294	39.462619	28.62835517
TMUE_1000003602	0	1.469896	11.75739	4.164933	25.492109	6.571734	8.242677
TMUE_1000003603	0	8.695227	3.491019	12.304006	0	0	4.081708667
TMUE_1000003604	107.234478	185.211045	239.461466	72.162011	187.777368	197.456478	164.8838077
TMUE_1000003605	23.8804	6.67124	33.770695	7.746072	64.54199	38.749314	29.2266185
TMUE_1000003606	34.22011	0	5.80566	20.730178	0	25.548158	14.38401767
TMUE_1000003607	0	2.548538	0.449586	0.402114	1.155271	1.225222	0.963455167
TMUE_1000003608	23.048353	26.100846	75.989069	23.093405	54.367021	51.826343	42.40417283
TMUE_1000003609	22.109731	8.069024	29.783685	16.651963	42.089216	65.949512	30.77552183
TMUE_1000003610	5.820376	0	7.959803	7.015506	33.00938	24.204164	13.00153817
TMUE_1000003611	13.33593	0.821135	31.399138	1.164816	53.895553	21.395118	20.33528167
TMUE_1000003612	0	14.7612	5.895009	0	0	0	3.4427015
TMUE_1000003613	10.645003	0.916935	10.962708	2.600936	9.788918	7.409267	7.053961167
TMUE_1000003614	0	0	5.946466	0	1.531755	1.674218	1.5254065
TMUE_1000003615	0	1.09407	52.38127	4.653471	48.604238	22.563121	21.54936167
TMUE_1000003616	57.097596	75.421659	70.365816	55.072282	101.221748	79.909764	73.1814775
TMUE_1000003617	76.487107	11.74124	23.434513	23.301541	52.203188	62.07771	41.54088317
TMUE_1000003618	0	0	0	0	0	0	0
TMUE_1000003619	182.197799	89.528054	136.360419	54.364483	100.878898	148.72496	118.6757688
TMUE_1000003620	0	0	3.133513	0	0	1.763258	0.8161285
TMUE_1000003621	6.386979	9.645036	19.191115	6.842722	22.577913	15.489681	13.35557433
TMUE_1000003622	2.299968	0.993839	4.345137	0	5.688757	6.265536	3.2655395
TMUE_1000003623	0	1.069757	11.482827	9.869258	5.250572	5.779077	5.5752485
TMUE_1000003624	1470.696149	664.961251	1031.741833	276.541133	1345.947457	845.98613	939.3123255
TMUE_1000003625	63.996353	45.617437	49.732933	49.087714	58.9683	61.841383	54.87402
TMUE_1000003626	8.814918	4.895497	22.923728	1.544055	21.805224	13.222424	12.20097433
TMUE_1000003627	0	0	0	0	0	0	0
TMUE_1000003628	0	0	0	2.074571	0	0	0.345761833
TMUE_1000003629	0	0.611775	5.585815	1.303058	3.744708	3.034689	2.3800075
TMUE_1000003630	0	2.169649	0.975542	0	1.784776	0.972781	0.983791333
TMUE_1000003631	0	0	4.779054	0	0.491801	0	0.878475833
TMUE_1000003632	0	0	0	0	0	0	0
TMUE_1000003633	286.003486	74.793821	140.121022	47.333125	152.634848	153.541959	142.4047102
TMUE_1000003634	0	0	0	0	0	0	0
TMUE_1000003635	19.329773	13.711435	18.493503	5.076218	20.006846	17.704922	15.7204495
TMUE_1000003636	84.552364	47.441423	52.43165	29.656836	52.967044	68.659907	55.95153733
TMUE_1000003637	44.101462	2.091526	320.642974	11.840536	239.716485	271.81731	148.3683822
TMUE_1000003638	460.775608	148.38272	256.533158	110.929655	279.841825	280.13911	256.100346
TMUE_1000003639	467.51375	320.213097	482.306821	298.758019	323.700508	376.315195	378.134565
TMUE_1000003640	1.921616	0.415439	0.330071	0	7.806947	4.492579	2.494442
TMUE_1000003641	101.256533	118.27364	181.259306	55.86617	134.293906	176.802288	127.9586405
TMUE_1000003642	191.276334	72.126324	341.142275	53.366724	193.49259	213.572466	177.4961188
TMUE_1000003643	343.542831	127.316084	388.798072	124.099993	400.341126	310.948807	282.5078188
TMUE_1000003644	57.688181	104.618335	102.64616	17.466147	45.597137	26.809566	59.13758767
TMUE_1000003645	0	0	0	0	5.504686	5.837804	1.890415
TMUE_1000003646	0	1.097187	4.377629	6.222267	0.902671	4.918887	2.9197735
TMUE_1000003647	3.35019	1.436988	30.888321	10.179876	3.559002	28.275111	12.948248
TMUE_1000003648	14.40635	8.540802	14.839387	7.710538	21.648026	21.632819	14.79632033
TMUE_1000003649	5.161604	12.208182	2.65707	6.293838	0.913194	7.9602	5.865681333
TMUE_1000003650	7.317493	0	0	0	0	0	1.219582167
TMUE_1000003651	0	0	0	0	0	0	0
TMUE_1000003652	40.09383	39.498722	62.27201	16.342218	66.836724	37.705806	43.79155167
TMUE_1000003653	0	0	0	6.042466	0	0	1.007077667
TMUE_1000003654	0	0	0	0	0	0	0
TMUE_1000003655	0	0	0	0	0	0	0
TMUE_1000003656	0	3.641726	0	0	1.495208	1.634905	1.128639833
TMUE_1000003657	0	0	0	0	0	0	0
TMUE_1000003658	0	0	0	0	0	0	0
TMUE_1000003659	10.233957	5.501609	6.146315	6.240007	1.810559	0.986565	5.153168667
TMUE_1000003660	9.745186	4.213484	4.01734	1.196338	6.885617	10.631317	6.114880333
TMUE_1000003661	0	0	0	0	0	0	0
TMUE_1000003662	0	1.32341	0	0	0.360522	0	0.280655333
TMUE_1000003663	0	0	0	0	0	0	0
TMUE_1000003664	0	0	0	0	0	0	0
TMUE_1000003665	2.896518	0.784343	2.861866	0.668444	2.940192	1.416369	1.927955333
TMUE_1000003666	12.203905	0	4.147739	0	4.304368	0	3.442668667
TMUE_1000003667	0	3.222665	2.579892	2.282131	0	0	1.347448
TMUE_1000003668	146.019388	51.431987	53.106838	40.893258	107.504731	66.284808	77.54016833
TMUE_1000003669	431.325038	214.042455	449.070742	133.737759	361.192135	416.06812	334.2393748
TMUE_1000003670	0	0	0.490976	0	0	0	0.081829333
TMUE_1000003671	28.592243	2.46867	2.945859	0	1.010567	1.666026	6.113894167
TMUE_1000003672	0	46.735101	0	0	0	0	7.7891835
TMUE_1000003673	1.812728	1.570285	2.958941	1.951464	3.680449	2.65762	2.438581167
TMUE_1000003674	170.99645	79.516445	82.356018	35.336543	74.749176	72.448906	85.90058967
TMUE_1000003675	9.378063	23.605845	57.431684	13.398214	75.107022	45.497336	37.40302733
TMUE_1000003676	0	0	1.339768	3.578239	2.759939	7.553717	2.5386105
TMUE_1000003677	46.492939	9.53249	82.076533	28.389385	90.840088	78.717623	56.00817633
TMUE_1000003678	7.609677	2.181941	0.870531	0	0	0.978249	1.940066333
TMUE_1000003679	0	0	0	0	5.585144	23.693016	4.879693333
TMUE_1000003680	172.309882	156.181614	183.321151	32.575607	194.134039	188.956045	154.579723
TMUE_1000003681	137.962589	60.981071	116.472045	35.711577	132.748271	91.714398	95.9316585
TMUE_1000003682	1373.722641	1234.170258	858.101459	509.580421	804.368756	845.726151	937.6116143
TMUE_1000003683	3.826665	3.722891	11.502723	2.349022	19.940114	10.065007	8.567737
TMUE_1000003684	0	0	3.743455	0	1.288779	0	0.838705667
TMUE_1000003685	0	9.493211	49.575673	6.715959	53.31405	33.725279	25.47069533
TMUE_1000003686	548.673572	164.046475	470.336856	173.61283	431.719906	394.544451	363.8223483
TMUE_1000003687	0	0	11.978413	0	0	0	1.996402167
TMUE_1000003688	11.637703	15.777421	26.260664	7.122664	50.545682	15.476064	21.13669967
TMUE_1000003689	0	0	1.483136	2.210365	0	0.561552	0.7091755
TMUE_1000003690	25.245301	9.061472	65.720132	6.425977	104.167475	66.717776	46.22302217
TMUE_1000003691	2.603507	6.717081	0.893469	4.761455	14.739987	5.018154	5.788942167
TMUE_1000003692	88.925773	0	0	3.824444	33.765292	19.16154	24.27950817
TMUE_1000003693	0	0	0	0	0	0	0
TMUE_1000003695	0	0	0	0	0	0	0
TMUE_1000003699	14.747476	0	15.179765	0	11.484353	20.420185	10.3052965
TMUE_1000003700	3.337595	0	0	0	4.727437	3.841515	1.9844245
TMUE_1000003701	0	0	21.412607	2.540555	4.411937	16.084664	7.408293833
TMUE_1000003702	667.5553	548.619223	469.847224	161.76	472.061522	453.836112	462.2798968
TMUE_1000003703	0	0	3.613869	0	3.740603	0	1.225745333
TMUE_1000003704	21.281431	3.01472	0	0	10.043629	0	5.723296667
TMUE_1000003705	39.604466	5.663423	27.170909	2.006117	37.396337	8.865702	20.11782567
TMUE_1000003706	0	0	0	0	0	0	0
TMUE_1000003707	19.393545	22.271571	62.874906	14.477185	36.583271	53.318565	34.8198405
TMUE_1000003708	0	0	0	0	0	0	0
TMUE_1000003709	19.384107	13.366162	46.585084	26.069935	38.385571	34.522377	29.71887267
TMUE_1000003710	237.715852	111.586571	377.472712	62.421925	326.323556	241.618808	226.189904
TMUE_1000003711	19.892076	70.493999	11.331726	11.971748	58.722463	34.950006	34.56033633
TMUE_1000003712	0	0	0	0	0	0	0
TMUE_1000003713	14.091859	7.964612	8.936622	1.995168	14.170857	7.596684	9.125967
TMUE_1000003714	1.673489	1.447791	0	1.027801	6.502485	1.63153	2.047182667
TMUE_1000003715	0	0	0	0	0	0	0
TMUE_1000003716	0	3.061527	0	0	0	0	0.5102545
TMUE_1000003717	0	9.454797	15.228361	0	3.181917	8.996212	6.143547833
TMUE_1000003718	0	2.46086	0	5.215032	2.080333	1.815847	1.928678667
TMUE_1000003719	27.190559	2.414544	10.796004	4.831565	25.179005	16.699656	14.5185555
TMUE_1000003720	0	4.051456	0	2.867623	0	0	1.153179833
TMUE_1000003721	0	2.770595	16.612052	3.925874	18.288903	3.718418	7.552640333
TMUE_1000003722	68.461704	22.821487	81.114563	51.244662	107.017814	94.741666	70.900316
TMUE_1000003723	27.240341	0	0	0	9.584007	10.364223	7.864761833
TMUE_1000003724	0	3.763316	0	0	0	2.246943	1.001709833
TMUE_1000003725	0	2.517075	4.678916	0	7.573157	5.276154	3.340883667
TMUE_1000003726	0	1.14959	0.917649	0	2.838867	1.030365	0.989411833
TMUE_1000003727	26.774589	11.559458	9.195405	3.453563	10.459158	4.927334	11.0615845
TMUE_1000003728	0	1.40041	16.7949	5.952877	16.179863	37.585639	12.98561483
TMUE_1000003729	0	0	0	0	0	0	0
TMUE_1000003730	4.877995	10.493532	152.352162	20.830437	157.910287	103.534225	74.999773
TMUE_1000003731	0	0	7.071991	0	0	0	1.178665167
TMUE_1000003732	3.551165	0	0	0	1.883331	0	0.905749333
TMUE_1000003733	0	7.243498	4.820156	1.711243	17.898042	17.305364	8.1630505
TMUE_1000003734	1435.640408	500.830684	1288.40873	285.385322	1075.965911	1012.336542	933.0945995
TMUE_1000003735	0	0	0	0	1.338699	0.733102	0.345300167
TMUE_1000003736	0	0	1.551578	0	6.418071	0	1.328274833
TMUE_1000003737	9.100832	46.659943	74.853958	16.51464	38.705671	53.706233	39.92354617
TMUE_1000003738	0	0	3.52655	0.78858	7.929032	3.757102	2.666877333
TMUE_1000003739	0	0	0	0	0	0	0
TMUE_1000003740	8.765186	2.704441	12.472462	9.212336	20.79707	13.148438	11.18332217
TMUE_1000003741	0	0	0	0	0	0	0
TMUE_1000003742	0	3.45361	0	7.335753	0	0	1.798227167
TMUE_1000003743	0	0	8.885577	0	0	0	1.4809295
TMUE_1000003744	0	0	0	0	0	0	0
TMUE_1000003745	0	0	2.537663	0	0	0	0.422943833
TMUE_1000003746	0	0	0	0	0	0	0
TMUE_1000003747	155.51129	154.384327	130.432833	133.559376	169.852395	128.013526	145.2922912
TMUE_1000003748	19.464985	8.280131	26.620508	0	7.283697	2.444832	10.68235883
TMUE_1000003749	0	0	0	0	0	0	0
TMUE_1000003750	0	0	0	0	9.617592	0	1.602932
TMUE_1000003751	14.162089	4.976602	6.689933	2.174027	5.628134	4.140784	6.2952615
TMUE_1000003752	0	19.665936	19.576188	6.976707	8.132278	12.882673	11.20563033
TMUE_1000003753	0.621698	0.538242	1.708965	0	0.439118	0	0.551337167
TMUE_1000003754	29.733886	25.350768	60.741592	126.406607	20.957222	56.650602	53.3067795
TMUE_1000003755	71.11526	0	28.938539	0	24.999047	26.45345	25.25104933
TMUE_1000003756	61.291055	8.807147	19.768336	3.407406	16.418093	15.108785	20.800137
TMUE_1000003757	27.373656	1.674284	17.431759	9.484536	33.250811	13.453995	17.11150683
TMUE_1000003758	122.656286	31.360968	38.076601	7.111871	71.325255	69.655222	56.6977005
TMUE_1000003759	0	0	0	0	0	2.599253	0.433208833
TMUE_1000003760	40.354498	17.323409	53.247881	15.107342	38.463512	48.903097	35.56662317
TMUE_1000003761	29.892198	11.553381	4.102353	9.096748	15.872022	16.092127	14.43480483
TMUE_1000003762	0	0	0	0	1.262826	0	0.210471
TMUE_1000003763	0	0	0	0	0	0	0
TMUE_1000003764	992.383188	453.315423	464.452795	228.031959	529.098699	498.189078	527.5785237
TMUE_1000003765	81.998366	7.484519	31.948904	13.516415	59.0864	36.105823	38.35673783
TMUE_1000003766	12.774093	1.370508	0	0	0	1.226373	2.561829
TMUE_1000003767	0	0	7.027359	0	0	0	1.1712265
TMUE_1000003768	18.618039	15.251977	12.791742	3.007283	21.117145	30.159974	16.82436
TMUE_1000003769	31.251522	23.219348	37.286965	0	49.73696	26.33518	27.9716625
TMUE_1000003770	0	0	0	0	0	0	0
TMUE_1000003771	27.264207	13.229056	30.425904	13.555503	35.486152	33.037343	25.49969417
TMUE_1000003773	0	0	0	0	0	0	0
TMUE_1000003774	0	0.594309	2.043308	2.250888	7.267686	3.755068	2.6518765
TMUE_1000003775	208.137202	304.209213	911.123883	379.219821	785.895816	555.175902	523.9603062
TMUE_1000003776	0	0	8.177896	3.887675	3.922692	3.984497	3.328793333
TMUE_1000003777	0	6.213677	0	3.183338	0	0	1.566169167
TMUE_1000003778	0	0	0	38.452428	0	0	6.408738
TMUE_1000003779	0	15.122614	0	0	0	0	2.520435667
TMUE_1000003780	14.607153	8.402455	3.343981	6.95454	4.016249	5.037387	7.060294167
TMUE_1000003781	98.933281	59.334215	77.731832	47.614545	120.68364	80.290471	80.764664
TMUE_1000003782	2.626616	1.129363	11.718025	3.202168	3.717789	11.136256	5.5883695
TMUE_1000003783	10.4038	3.08186	8.103961	0	0	0	3.598270167
TMUE_1000003784	0	0	0	0	0	0	0
TMUE_1000003785	0	13.281091	3.719375	1.448501	1.679543	6.415097	4.4239345
TMUE_1000003786	0	2.27846	2.702703	3.380217	2.583272	6.248886	2.865589667
TMUE_1000003787	0	59.035793	46.986456	0	16.131514	70.569678	32.1205735
TMUE_1000003788	16.583613	0	0	0	11.729414	6.205313	5.753056667
TMUE_1000003789	86.452459	55.627396	58.169781	24.251232	44.741892	94.410092	60.60880867
TMUE_1000003790	9.204161	0.724917	2.156615	0.257404	0.738613	0.490808	2.262086333
TMUE_1000003791	126.377122	52.885197	67.199921	28.823647	74.944399	59.463852	68.28235633
TMUE_1000003792	0	2.368465	0.752987	1.344823	3.872563	0.853387	1.5320375
TMUE_1000003793	18.118284	14.46955	73.726245	14.201975	80.596003	31.93207	38.84068783
TMUE_1000003794	138.713784	46.513986	98.443605	32.914422	73.769463	69.6254	76.66344333
TMUE_1000003795	0	1.14959	2.752948	0	1.892578	2.060731	1.309307833
TMUE_1000003796	0	0	0	8.283573	0	0	1.3805955
TMUE_1000003797	380.483597	138.51462	960.153458	162.179834	1076.896385	720.974696	573.2004317
TMUE_1000003798	0	0	0	0	0	0	0
TMUE_1000003799	0	1.013454	4.02834	0.719257	4.972809	3.194367	2.321371167
TMUE_1000003800	80.015582	66.511974	117.082087	36.109308	155.617062	90.00705	90.8905105
TMUE_1000003801	1.243401	8.056746	13.666414	14.484589	11.863486	14.507902	10.63708967
TMUE_1000003802	22.61904	3.644599	11.641929	0	13.008928	14.148524	10.84383667
TMUE_1000003803	0	0	0	0	0	0	0
TMUE_1000003804	0	28.539467	30.360506	40.515055	7.841504	25.276678	22.08886833
TMUE_1000003805	0	0	0.578763	0.517301	1.487661	0.328461	0.485364333
TMUE_1000003806	33.126631	33.281335	73.533763	16.182525	87.489016	94.741666	56.39248933
TMUE_1000003807	9.864391	3.182749	5.078319	1.50425	2.617527	16.17568	6.403819333
TMUE_1000003808	43.799917	36.331369	66.522775	17.526035	64.916073	83.623286	52.11990917
TMUE_1000003809	0	0	55.349032	0	0	0	9.224838667
TMUE_1000003810	0	1.060916	0	3.0085	0	0	0.678236
TMUE_1000003811	5.514267	4.739848	19.868076	16.797238	35.127254	52.027808	22.3457485
TMUE_1000003812	22.858994	66.900968	96.681501	34.665695	67.486907	62.667687	58.54362533
TMUE_1000003813	2.930026	1.258538	10.053168	3.567528	14.519691	9.01687	6.890970167
TMUE_1000003814	12.189373	14.004093	242.012111	9.931655	292.414213	177.652593	124.700673
TMUE_1000003815	41.821631	10.176946	63.375246	28.797221	52.954216	58.675556	42.63346933
TMUE_1000003816	6.429323	1.277129	3.866912	2.473863	5.958211	4.613884	4.103220333
TMUE_1000003817	45.920358	27.306271	66.054688	29.378345	130.711222	78.607238	62.99635367
TMUE_1000003818	0	0	0	0	0	0	0
TMUE_1000003819	9.152563	17.028793	34.540909	9.28192	32.400539	38.698084	23.51713467
TMUE_1000003820	71.844747	14.34517	33.461987	12.515696	40.855611	35.617294	34.7734175
TMUE_1000003821	16.304918	0	16.748034	3.278011	21.1961	10.29318	11.30337383
TMUE_1000003822	0	0	0	0	0	0	0
TMUE_1000003823	6.539845	0.943903	20.41257	0.670251	33.486902	22.145518	14.03316483
TMUE_1000003824	94.618657	51.000143	71.191247	41.778006	102.830464	78.506792	73.32088483
TMUE_1000003825	2.270573	2.932329	12.47003	2.772243	4.819065	18.420906	7.280857667
TMUE_1000003826	21.349562	10.772375	23.837617	15.840367	25.13936	21.50061	19.73998183
TMUE_1000003827	5.292331	0	13.178217	12.163931	16.365396	15.429563	10.40490633
TMUE_1000003828	148.52937	92.658706	86.842102	61.537201	72.918524	102.288628	94.1290885
TMUE_1000003829	59.322557	11.456438	14.747378	3.749894	28.214114	13.454389	21.82412833
TMUE_1000003830	0	0	0.407677	0.727868	0	1.385358	0.4201505
TMUE_1000003831	0	0	0	0	0	0.853529	0.142254833
TMUE_1000003832	155.96272	48.203846	118.267339	26.485087	161.094188	101.749128	101.9603847
TMUE_1000003833	0	7.041126	2.826779	9.976055	14.661768	27.923908	10.40493933
TMUE_1000003834	66.936629	29.62404	36.894496	9.698781	26.7798	36.187212	34.353493
TMUE_1000003835	0	0	0	0	0	2.846751	0.4744585
TMUE_1000003836	36.705788	11.18354	41.316589	6.329338	31.609459	29.82884	26.162259
TMUE_1000003837	2.199274	1.186787	0.706652	2.106549	2.179114	6.743112	2.520248
TMUE_1000003838	32.444447	21.535907	14.16778	1.79547	27.144835	10.210092	17.8830885
TMUE_1000003839	304.841165	122.541985	182.523906	75.999082	188.846026	194.26895	178.1701857
TMUE_1000003840	0	0	0	0	0	0	0
TMUE_1000003841	0	0	0.874967	0	0	0	0.145827833
TMUE_1000003842	34.14571	10.209167	10.82551	5.634747	29.703667	13.274231	17.29883867
TMUE_1000003843	0	11.924817	0	0	18.314846	0	5.039943833
TMUE_1000003844	113.376038	39.753553	200.562843	42.293522	313.933919	255.960146	160.9800035
TMUE_1000003845	0	0.72938	1.16132	0	0.597833	0.655768	0.524050167
TMUE_1000003846	1.003149	6.071592	6.547542	7.388018	20.909917	8.596966	8.419530667
TMUE_1000003847	2.078672	0.245764	0.129899	0.814642	1.73442	2.960326	1.327287167
TMUE_1000003848	0	0	0	0	1.580346	0	0.263391
TMUE_1000003849	0	0	0	0	0	0	0
TMUE_1000003850	9.529053	7.537789	6.544534	2.916962	3.368483	8.628153	6.420829
TMUE_1000003851	211.892294	110.690101	188.293066	85.681171	95.626112	136.203573	138.0643862
TMUE_1000003852	24.759404	24.259069	38.819634	4.295724	63.88918	37.947886	32.32848283
TMUE_1000003853	0	0	0	0	0	0	0
TMUE_1000003854	14.410012	15.307637	9.836735	17.323172	28.047303	32.458491	19.56389167
TMUE_1000003855	2.294025	0.99128	1.969963	2.814142	1.621154	8.481421	3.028664167
TMUE_1000003856	57.697153	42.522843	60.068215	22.763291	63.835993	51.187873	49.679228
TMUE_1000003857	82.202733	22.577784	30.283093	9.153888	54.413351	30.757908	38.2314595
TMUE_1000003858	9.17129	0	0	0	0	0	1.528548333
TMUE_1000003859	6.225723	8.605865	12.402544	4.580462	17.600215	13.075276	10.41501417
TMUE_1000003860	0	0	0.628495	0	0	0	0.104749167
TMUE_1000003861	136.176662	24.177506	208.437178	30.785591	124.724278	115.909124	106.7017232
TMUE_1000003862	122.697227	69.598027	69.311668	35.053781	47.295967	55.287457	66.54068783
TMUE_1000003863	0	0	0	0	0	10.364223	1.7273705
TMUE_1000003864	0	0	0	0	0	5.454051	0.9090085
TMUE_1000003865	0	0	0	0	3.180287	0	0.530047833
TMUE_1000003866	111.199204	31.631519	205.669047	14.979358	165.54149	87.457637	102.7463758
TMUE_1000003867	0	0	21.90439	0	22.542919	0	7.407884833
TMUE_1000003868	154.927203	72.373012	126.796973	51.277527	84.957191	92.875305	97.20120183
TMUE_1000003869	0	0	4.736078	2.035975	0	0	1.1286755
TMUE_1000003870	8.375406	0	5.03158	0	5.183755	3.239384	3.638354167
TMUE_1000003871	0	0	1.370979	0	8.499784	1.527665	1.899738
TMUE_1000003872	139.051963	81.076332	187.997353	94.080886	235.312016	184.457589	153.6626898
TMUE_1000003873	36.258636	15.195558	130.966478	20.896113	236.423452	141.154911	96.815858
TMUE_1000003874	0	0	4.73491	0	0	2.586392	1.220217
TMUE_1000003875	50.476159	18.399815	26.860015	7.89706	15.035359	22.363491	23.5053165
TMUE_1000003876	13.658371	0	0	0	0.402621	1.758804	2.636632667
TMUE_1000003877	18.118246	14.624529	16.325221	13.82619	16.824225	19.249587	16.49466633
TMUE_1000003878	51.022742	18.652179	26.265776	21.777936	53.256915	55.09154	37.677848
TMUE_1000003879	0	0	10.115401	0	0	0	1.685900167
TMUE_1000003880	964.224451	528.599446	1158.224217	299.154671	1257.415404	1241.654085	908.2120457
TMUE_1000003881	0	0	24.076782	0	0	26.943559	8.503390167
TMUE_1000003882	2.714975	5.83504	10.248227	3.308663	18.255145	9.412584	8.295772333
TMUE_1000003883	2.276395	2.939791	7.032352	2.779283	0.402621	0	2.571740333
TMUE_1000003884	0	0	0	0	0	0	0
