gene_id	ERR279692	ERR279673	ERR279674	ERR279675	ERR279676	ERR279677	ERR279678	ERR279679	ERR279680	ERR279681	ERR279682	ERR279683	ERR279685	ERR279684	ERR279686	ERR279687	ERR279688	ERR279689	ERR279690	ERR279691
WBGene00302231	4.9	0.41	0.28	0.28	0.55	2.04	0.6	0.99	0.77	0.53	1.07	0.34	0.35	0.69	0.9	0.85	0.36	1.23	1.75	1.37
WBGene00302232	4.55	1.34	3	6.67	7.74	5.15	4.76	7.16	7.54	1.15	2.33	4.4	1.51	2.99	4.68	4.9	5.04	6.93	5.69	8.88
WBGene00302233	38.88	18.94	24.91	20.78	34.29	41.96	27.22	39.63	27.43	11.29	13.2	8.53	7.89	8.76	9.34	16.06	10.53	17.98	22.95	25.23
WBGene00302234	0	0	0	0	0	0.97	0.19	2.21	0.74	0.13	0	0	0	0	0.34	0.81	0	0.94	0.63	1.3
WBGene00302235	13.23	8.17	8.17	7.73	7.84	6.88	7.36	11.87	8.55	0.85	2.48	1.56	1.28	0.64	0.83	2.34	1.98	4.3	8.87	10.83
WBGene00302236	0	0	0	0.51	0.5	0	0.73	1.8	0.7	0.24	0	0	0.63	0	0.66	0	0.33	0.89	0	0.99
WBGene00302237	0.69	0	1.09	0	0	0	0	0.65	1.14	0.52	0	0	0.34	0	0	0	0	0	0	1.61
WBGene00302238	4.52	5.44	10.39	9.34	5.15	6.17	5.5	4.84	3.63	2.79	2.84	0	0.51	0.4	3.8	6.62	2.73	3.6	3.08	5.29
WBGene00302239	1.24	0.37	0.49	0.49	0	0.6	0	1.17	0	0.23	0.95	0.6	0	0	0.32	1	0	0.44	0	1.45
WBGene00302240	0.72	0.51	0.92	1.27	4.32	5.9	4.54	13.95	9.2	1.31	1.04	1.82	1.01	0.86	3.06	4.91	3.26	6.92	8.06	10.18
WBGene00302241	0.2	0	0	0.32	0.62	0.39	0.23	0	0	0.6	0.71	0	0	0	1.94	1.76	2.03	0.14	0	0.16
WBGene00302242	0	0	0	0	0.16	0	0.12	0	0	0	0	0	0	0	0.32	0	0.11	0	0	0
WBGene00302243	13.79	3.65	4.91	4.95	9.73	12.03	7.46	18.21	14.07	3.12	7.05	4	4.8	2.72	12.76	17.23	15.15	16.45	27.56	31.74
WBGene00302244	1.58	0.89	1.05	2.52	1.33	1.47	1.52	2.51	1.07	0.64	0.9	0.82	1.45	1.01	1.12	1.51	1.33	2.08	2.12	2.22
WBGene00302245	0.79	0.46	0	0	2.16	1.14	0.45	6.3	3.47	0.15	0.4	0	0	0	1.01	0.32	0.6	10.75	8.59	7.66
WBGene00302246	1.95	0.26	0.6	0.09	0.6	0.53	0.49	0.31	0.12	0.25	0.5	0.52	0.16	0	0.5	0.61	0.33	0.23	0.54	0.25
WBGene00302247	1.74	0.8	1.18	1.39	1.36	1.68	1.63	1.76	0.96	0.7	1.02	0.24	0.31	0.37	1.02	1.2	0.82	0.61	1.16	1.26
WBGene00302248	2.5	0.49	1.65	0.66	0.76	0.67	1.19	1.96	0.61	0.73	0.78	0.13	0.07	0	0.64	0.45	0.28	0.1	0.17	0.43
WBGene00302249	1.18	0.35	0.62	0.78	0.31	1.14	1.01	0.93	0.87	0.45	0.6	0.19	0.2	0	0.2	0.16	0.4	0.69	0.98	0.77
WBGene00302250	2.54	0	0.35	0.14	0.34	0.76	0.8	0.08	0.19	0.4	1.08	0.08	0.09	0.09	0.72	1.2	0.81	0.25	0.11	0.21
WBGene00302251	0.37	0.97	0.68	1.86	2.4	2.79	1.57	3.12	2.19	1.36	1.56	1.54	2.31	2.77	2.86	2.96	2.03	2.88	4.05	3.48
WBGene00302252	0	0	0	0.78	2.69	1.9	1.39	7.85	5.13	0	0	0	0	0	0	0	0	3.09	3.97	6.11
WBGene00302253	0.1	0.14	0.23	0.34	9.98	11.32	9.05	18.57	13.31	0.02	0	0.69	0.97	0.28	0.05	0	0	30.25	34.81	30.58
WBGene00302254	0.55	0	0	0	4.74	2.13	1.56	6.73	8.49	0	0.28	0.53	0	0	0	0	0	6.94	6.86	5.57
WBGene00302255	0	0.16	0	0	0.63	0.77	0.3	1	1.47	0	0	0	0	0	0.14	0	0	1.49	1.33	0
WBGene00302256	0	0	0	0	0.2	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302257	0.48	0	0	0	0.38	1.4	0.82	0	0.53	0	0	0.47	0	0	0	0	0	2.37	0.9	1.88
WBGene00302258	0	0	0	0	6.05	10.11	4.14	17.12	9.68	0	0	0	0.08	0.15	0	0	0.15	3.61	5.1	3.89
WBGene00302259	0	0	0	0	0.18	0	0.13	0	0	0	0	0	0.12	0	0	0	0	0.16	0	0.18
WBGene00302260	0	0	0	0	0.22	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0
WBGene00302261	1.65	0.43	0.44	0.73	0.79	0.71	0.42	0.78	1.01	0.31	0.66	0.09	0.05	0.09	0.33	0.81	0.38	0.39	0.29	0.72
WBGene00302262	1.33	0.64	0.59	0.66	1.24	2.01	0.8	1.49	1.24	1.22	0.89	0.16	0.08	0.16	1.49	2.14	1.53	0.93	1.35	1.75
WBGene00302263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302264	0.26	0.15	0	0	0	0	0	0	0	0.1	0.13	0	0	0	0	0	0	0	0.49	0.2
WBGene00302265	0.93	0	0.18	0	0.18	0.68	0.13	0.44	0.64	0.18	0.83	0.67	0.23	0	0	0.19	0	0.49	0.58	0.54
WBGene00302266	12.05	4.3	5.33	3.97	2.58	3.81	2.88	5.98	3.77	0.82	1.93	0.62	0.6	0.63	0.91	2.27	1.11	1.24	1.91	1.88
WBGene00302267	1.13	0.22	0.2	0.3	0	0.12	0.07	0	0.07	0	0	0	0.06	0	0.06	0.1	0	0.09	0.08	0.1
WBGene00302268	1.93	0.57	0.76	1.08	1.36	1.31	0.66	2.91	2.45	0.58	0.39	0.56	0.29	0.38	0.5	1.09	0.3	0.54	1.81	1.05
WBGene00302269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0
WBGene00302270	1.16	0.46	0.31	0.62	0.61	0.38	0.22	0.73	0.21	0	0	0.38	0	0	0.4	0	0.2	1.91	0.24	1.51
WBGene00302271	0.36	1.96	1.19	2.02	132.9	184.79	113.84	6.49	4.4	130.9	167	0.12	0.06	0.3	84.74	153.9	83.25	4.58	5.24	6.12
WBGene00302272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302273	0.61	0	0	0	0.24	0	0	1.16	0.34	0.23	0	0	0.46	0	0.47	0	0.47	1.08	0.38	0.48
WBGene00302274	27.22	9.06	12.66	12.04	21.34	27.58	19.7	35.81	25.3	6.45	8.94	4.26	5.46	4.87	7.47	11.97	6.6	17.48	21.35	24.86
WBGene00302275	2.67	0.63	1.69	1.71	0.84	2.33	0.91	1.76	2.5	1.31	0.96	0.77	0.93	0.26	2.47	2.15	1.64	2.25	3.34	2.08
WBGene00302276	0	0.59	0.39	1.19	0.39	0.48	0.28	1.41	0.82	0.38	0.25	0.96	0.25	0.49	0.77	0.4	0	0.35	0.62	0.78
WBGene00302277	0.84	1.99	1.34	2.7	0	0.82	0	0	0.47	0.32	0	0	0	0.83	0	0.68	0	0.59	0	0
WBGene00302278	23.74	10.4	9.63	10.2	1.91	3.54	3.47	1.72	1.34	0.46	0.62	5.89	4.24	3	0.31	1.96	2.18	0.85	0.76	0.47
WBGene00302279	0	0.29	0	0	0	0	1.43	0.94	0.55	0	0	0	0	0	0	0	0	1.05	0.63	1.17
WBGene00302280	2.2	2.91	2.61	2.63	0.43	2.13	2.82	0.52	0	0.41	0.28	0	0	0	0.85	0.89	0.28	2.31	1.72	1.29
WBGene00302281	0.56	0.33	0.88	0.89	0.44	0	0.95	1.05	0.92	0	0.29	0	0	0	0	0.45	0.57	0.78	0.7	1.31
WBGene00302282	7.77	0.7	2.36	0.95	2.34	4.06	3.07	1.13	0.99	0.45	1.53	0	0.59	0.59	1.84	1.93	1.53	0	1.87	1.4
WBGene00302283	5.02	2.96	3.05	2.16	2.12	5.61	3.3	1.09	2.77	1.17	1.18	1.49	0.96	2.28	0.4	1.87	0.39	1.08	1.69	0.9
WBGene00302284	1.63	0.48	0	0	0.64	0.39	0.23	1.15	0	0.46	0.62	0.39	0.61	0	1.05	0	0.83	0.86	0.25	0.64
WBGene00302285	0.48	0	0	0	0	0	0	0.46	0.27	0	0.74	0	0	0	0.5	0.39	0.74	0	0.3	0.75
WBGene00302286	0	0	0	0	0	0.38	0	0	0	0	0	0	0.19	0	0.2	0	0.4	0	0	0.3
WBGene00302287	6.43	2.03	2.36	2.57	1.98	2.45	1.05	2.81	1.9	0.87	1.41	0	0.11	0	1.3	1.11	1.17	1.29	1.86	1.61
WBGene00302288	0.9	0.64	0.31	0.56	0.55	0.77	0.74	0.47	0.93	0.38	0.15	0.58	0.64	0.69	0.77	1.36	0.46	0.84	1.18	1.01
WBGene00302289	0.34	0.4	0.27	0.55	0.67	0.66	0.29	0.97	0.94	0.39	0.17	1.16	0.51	0.67	0.7	0.97	0.96	1.92	2.14	1.07
WBGene00302290	83.99	112.49	140.79	203.06	22.79	45.78	55.21	39.98	29.63	16.16	39.65	44.51	30.13	35.39	12.04	30.92	23.94	24.65	45.39	56.7
WBGene00302291	1.28	0.75	0	1.53	0	0.93	0.55	0.6	0.18	0	0.33	0.62	0	0.63	0.33	1.29	0.33	0.22	0.2	0.5
WBGene00302292	0.67	0	0	0.36	3.52	5.22	3.33	7.2	6.56	0.08	0.23	0	0.22	0	0.35	0.18	0.23	3.78	4.63	5.25
WBGene00302293	0	0	0	0	0	0	0	0	0	0	0.05	0	0.04	0	0.09	0.07	0	0	0.06	0.07
WBGene00302294	4.42	0.37	0.5	0.5	0	1.22	0	0	0.35	0.95	0.97	1.22	1.89	3.73	1.3	1.02	0.65	0.89	0.39	0
WBGene00302295	5.83	3.43	5.47	3.34	1.28	3.18	1.45	0.52	1.31	0.62	0.56	2.47	5.89	5.02	0.66	0.88	0.47	1.79	1.25	1.14
WBGene00302296	3.34	0.79	0.53	2.67	1.05	0.65	0.76	0.63	1.11	0.25	1.03	1.29	2.66	1.98	1.03	1.62	2.05	0.94	0.84	1.04
WBGene00302297	4.54	0.33	0.45	2.72	0.89	0	0.97	0.54	0.63	0.43	0	2.74	0.56	1.68	1.46	2.75	1.45	1.2	1.42	3.99
WBGene00302298	2	0.29	1.19	0.8	1.96	0.97	2	2.83	2.21	0.57	0.77	0.97	2.49	1.48	2.32	3.23	2.05	3.16	5.63	2.73
WBGene00302299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302300	2.67	0.26	1.05	1.06	1.74	2.15	0.25	0.42	0.49	0.67	0.68	0.86	1.11	1.31	0.46	0.72	1.14	0.62	1.11	1.39
WBGene00302301	0.18	1.49	1.29	2.6	4.67	5.25	3.91	14.14	8.77	0.75	1.29	0.52	1.44	2.49	3.06	1.31	2.95	9.13	11.73	7.47
WBGene00302302	73.33	28.63	35.83	37.49	14.21	21.56	23.47	11.66	9.09	2.8	2.53	20.71	14.35	19.47	7.2	9.96	3.79	8.67	11.84	9.64
WBGene00302303	1.66	0.98	0.44	2.21	0.87	2.68	2.84	1.57	0.61	0.42	0.28	0.54	1.1	0	2.28	1.79	1.98	5.83	2.08	4.32
WBGene00302304	0.99	0.44	0.39	0.46	0.84	0.8	0.61	0.55	0.64	0.63	0.42	0.64	0.74	0.57	0.43	0.8	0.21	1.51	1.86	0.84
WBGene00302305	12.94	3.81	2.84	3.44	2.82	4.88	0	4.07	2.78	0.81	1.47	1.39	1.07	1.42	2.22	1.16	3.31	1.51	1.8	1.12
WBGene00302306	0.31	0.73	0.25	0.74	0.24	1.5	0.53	2.05	0.85	0.23	0.63	0.6	2.78	0.92	1.27	0.5	0.79	1.74	2.71	1.45
WBGene00302307	4.36	2.57	2.44	2.17	3.13	2.82	1.55	4.62	3.11	0.34	1.11	0.53	0.63	0.54	0.56	1.46	0.56	1.02	2.5	1.98
WBGene00302308	2.13	1.07	0.67	1.27	0.75	0.41	0.85	0.4	0.65	0.36	0.49	0.21	0.21	0.31	0.38	0.69	0.27	0.22	0.53	0.75
WBGene00302309	5	3.5	4.7	4	1.47	2.73	0.89	4.13	3.62	0.83	1.76	0.6	1.09	0.92	2.09	0.25	1.28	0.44	2.34	2.44
WBGene00302310	0	0	0	0	0	0	0	0.41	0	0	0.22	0	0	0	0	0	0	0.62	0.27	0.34
WBGene00302311	4.28	1.3	1.31	1.16	3.24	2.94	1.02	2.41	2.4	1.09	1.55	0.87	0.51	0.41	1.84	1.5	1.48	1.89	2.07	2.42
WBGene00302312	2.1	0	1.66	0	0.82	1.02	0	0.49	0.58	0.59	0	0	0.52	0.52	0.54	1.69	0.8	0.74	0.98	0.41
WBGene00302313	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00302314	1.93	2.16	3.82	4.16	1.51	2.24	1.32	1.46	1.28	0.36	0.2	1.12	1.34	1.71	0.79	0.62	0.89	1.9	2.05	4.82
WBGene00302315	1.12	1.97	0.44	2.23	2.41	3.79	1.75	4.74	2.16	2.53	2.71	1.89	2.78	2.47	3.16	2.25	2.43	3.72	3.49	3.05
WBGene00302316	0.51	0	2.43	2.86	1.6	1.98	1.75	3.38	0.85	1.16	1.05	0.49	0.76	0	2.11	0.83	3.4	5.03	5.11	3.59
WBGene00302317	1.01	0.99	0.27	2.43	0.79	0.98	0.38	0.32	0.93	1.15	0	0.33	0.34	0.33	0.69	1.63	0.35	0.47	1.05	0.53
WBGene00302318	0	0.37	0.98	0.49	3.89	1.8	1.41	6.43	4.1	0.47	0.32	0	0	0	0.64	1.5	0	3.48	5.42	2.42
WBGene00302319	0	0	0.28	0.56	2.21	1.36	1	7.3	3.69	0.8	0.36	0.34	0.18	0	1.27	1.99	0.9	1.48	1.76	3.84
WBGene00302320	3.74	4.24	3.52	3.97	8.46	8.76	7.01	14.19	11.85	0.91	1.6	0.5	0.73	0.42	1.09	2.48	1.55	10.96	15.04	25.32
WBGene00302321	2.77	0.29	0.13	0.52	0.51	0.32	0.46	0.77	0.18	0.18	0.33	0.79	0.89	1.29	0.42	0.53	0.58	0.11	0.61	0.64
WBGene00302322	2.54	0.88	0.46	0.64	0.81	1.45	1.64	1.63	0.51	0.87	0.59	3.68	2.64	3.97	1.3	2.32	1.12	2.27	2.38	2.7
WBGene00302323	1.1	1.21	0.33	0.77	0.75	0.8	1.17	1.17	1.14	0.83	1.05	0.8	1.09	0.95	1.34	1.22	1.12	1.73	2.06	1.93
WBGene00302324	86.54	4.44	8.22	5.39	9.98	6.04	6.37	11.03	5.59	1.57	1.06	2.26	2.72	5.63	0.94	3.14	1.59	3.47	5.19	5.07
WBGene00302325	1.31	1.16	0	1.05	22.11	28.61	10.47	50.11	28.23	3.72	1.01	0	1.31	0	8.43	7.93	6.37	51.1	56.94	48.11
WBGene00302326	0	0	0.47	0	0	0	0	0.56	0	0	0	0	0	0	0.31	0	0.31	0	0.37	0
WBGene00302327	10.5	10.47	11.65	8.92	8.63	13.13	9.55	15.17	8.22	6.59	5.02	1.8	2.27	2.5	7.92	8.05	5.88	9.03	13.96	10.83
WBGene00302328	126.4	236.07	201.69	165.47	57.28	93.99	96.63	65.46	48.69	26.04	86.74	58.22	44.82	56.58	34.26	105.96	51.67	61.29	56.83	131.61
WBGene00302329	0.06	0.04	0	0.05	0.1	0.06	0	0.17	0.14	0.05	0.06	0	0	0	0.06	0.05	0	0.09	0.08	0
WBGene00302330	1.86	1.46	0.98	1.24	0.73	1.5	1.06	1.75	0.85	0.47	0.48	1.2	0.62	0.61	1.59	1.75	0.48	1.52	1.16	1.69
WBGene00302331	0.23	0.13	0.36	0.37	0.18	0	0.26	0	0	0.26	0.47	0.44	0.68	0	0.47	0.37	0	0.32	0.86	0.89
WBGene00302332	0.21	0	0	0	0.16	0	0	0.78	0	0	0	0.2	0	0	0	0	0.21	0.29	0.13	0.32
WBGene00302333	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.13	0
WBGene00302334	0.66	0	0	0.52	0	0.64	0	0.62	0	0	0	0.63	0	0	0.34	0	0	0	0.82	1.02
WBGene00302335	0.1	0	0	0.08	0.04	0.1	0.06	0.15	0.09	0.08	0.08	0	0.03	0.05	0.11	0.17	0.11	0	0.03	0.04
WBGene00302336	0.2	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302337	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0.14	0	0
WBGene00302338	1.59	0.13	0.36	0.45	1.33	1.87	0.65	1.82	1.19	0.09	0.12	0	0.17	0.33	0.64	0.82	0.12	2.23	2.41	1.77
WBGene00302339	0.93	0.82	0.37	1.12	2.56	3.16	2.92	1.76	1.54	0.7	0	0	0	0	0.24	1.13	0.24	3.6	4.95	4
WBGene00302340	1.76	1.04	2.23	0.99	3.04	4.96	2.21	5.16	4.19	0.27	0.36	0.34	0.09	0.52	0.82	1.56	0.54	2.72	4.74	4.54
WBGene00302341	0.29	1.07	1.32	1.11	1.27	1.39	1.17	0.95	0.9	0.61	0.49	0.28	0.21	0.33	1.3	1.23	1	1.81	1.82	1.56
WBGene00302342	0	0	0	0.17	0.17	0.21	0.37	0.61	0.12	0.24	0	0	0.21	0.21	0	0	0.11	0.6	0.54	0.5
WBGene00302343	0.51	1.21	0.4	1.63	0	0.5	0	0.97	0.28	0.39	0.26	0	0.25	0	0.79	0.41	0.52	0.72	0.96	0.4
WBGene00302344	1.38	0.57	0.65	0.55	1.51	1.73	0.78	1.56	0.84	0.62	0.42	0.13	0.21	0.27	0.64	0.89	0.84	0.87	1.55	1.07
WBGene00302345	0.21	0	0	0	0	0.21	0	0	0	0	0	0.21	0	0	0	0	0	0.15	0	0
WBGene00302346	1.46	0	0.33	0.17	0.16	0.2	0.12	0.2	0.46	0.47	0.11	0.2	0	0	0.32	0.67	0.53	0	0.13	0.49
WBGene00302347	0	0.12	0	0.17	0	0	0	0.39	0	0.24	0	0.2	0	0.21	0	0	0	0.15	0	0
WBGene00302348	0	0	0.07	0.08	0	0	0	0.09	0	0	0.05	0	0	0	0	0	0.05	0.13	0	0
WBGene00302349	0.21	0.06	0.08	0.17	0.08	0	0	0.2	0.06	0.16	0.05	0	0.05	0	0.05	0.17	0	0.37	0.33	0.16
WBGene00302350	0.12	0.07	0.12	0.09	0.79	0.86	0.49	1.28	1.84	0.07	0.06	0	0	0.04	0.18	0.06	0.08	0.84	0.87	0.94
WBGene00302351	0	0	0	0	0.33	0.21	0	0.2	0.47	0	0.11	0	0	0	0	0	0	0.15	0.53	0.5
WBGene00302352	0.87	0.09	0.63	0.13	0.44	0.85	0.36	0.45	0.35	0.06	0.08	0	0	0.23	0.12	0.06	0.04	0.56	0.3	0.25
WBGene00302353	0.45	0.27	0.24	0.12	0.24	0.15	0.34	0.43	0.42	0.17	0.39	0	0	0	0.16	0	0	0.53	0.38	0.47
WBGene00302354	0	0.08	0	0	1.12	0.88	0.52	1.22	1.07	0.54	0.46	0.13	0.06	0	0.33	0.42	0.4	0.36	0.4	0.3
WBGene00302355	1.66	0.32	0.32	0.36	0.42	0.44	0.33	0.51	0.22	0.1	0.12	0.04	0.13	0.09	0.09	0.07	0.05	0.09	0.11	0.14
WBGene00302356	12	1.62	1.08	0.55	0.54	0.66	0.59	1.94	0.38	0.26	0.53	0.33	0	0	0.53	0.28	0.18	0	0	0.27
WBGene00302357	0.05	0	0	0	0	0.05	0.09	0.2	0	0.02	0	0.05	0.03	0	0.05	0.09	0.03	0.04	0.1	0
WBGene00302358	4.15	1.57	2.11	4.02	1.16	1.15	1.35	1.4	2.45	0.56	0.3	0.57	0	0.88	1.07	0	0	0.42	0.93	0
WBGene00302359	1.4	1.03	0.83	0.84	0.82	1.7	1	0.33	0.77	0.66	0.54	1.02	0.52	0	0.54	0.85	0.36	1.23	1.53	0.55
WBGene00302360	0.91	0.11	0.29	0.58	0.57	0.88	0.42	0.34	0.5	0	0.09	0.18	0.09	0.18	0	0	0	0.51	0.46	0.28
WBGene00302361	1.28	0.45	0.66	0.72	0.35	0.5	0.48	0.79	0.43	0.27	0.49	0.37	0.83	0.32	0.43	0.78	0.75	0.63	1.16	0.7
WBGene00302362	0	0.15	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.2	0	0	0	0
WBGene00302363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302364	0.44	0.21	0	0.14	0.21	0.26	0.05	0.08	0.15	0.1	0.18	0	0	0	0.09	0	0.22	0.31	0.05	0.07
WBGene00302365	28.39	8.1	11.03	10.18	12.26	16.02	10.56	19.26	11.82	5.75	9.98	3.08	3.82	5.59	7.42	9.31	6.67	9.93	12.44	13.99
WBGene00302366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302367	10.25	2.92	5.61	3.51	2.03	1.86	1.93	4.78	1.74	0.43	0.58	0.54	0.56	0.44	0.41	0.64	0.69	1.98	2.96	3.08
WBGene00302368	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302370	0	0	0	0.19	0.19	0	0	0.22	0	0	0	0	0	0	0.12	0.58	0.12	0	0.15	0
WBGene00302371	0.05	0	0	0	0.08	0.1	0.03	0.09	0.06	0.04	0	0	0	0	0	0.04	0.03	0.04	0.16	0.23
WBGene00302372	0.03	0.06	0.08	0.14	0.87	0.71	1.25	2.59	2.07	0.01	0	0	0.1	0.07	0.09	0.03	0.05	1.32	1.74	1.49
WBGene00302373	1.96	0.48	0.65	1.31	0.77	1.11	1.68	3.39	1.17	0.49	0.59	1.42	2.85	1.61	1.35	1.58	0.42	1.84	1.94	3.32
WBGene00302374	0.76	3.58	3	4.85	0	0.74	2.16	0.72	0.42	0.57	1.16	1.47	1.51	2.24	0.78	4.9	1.94	2.13	0.95	0.59
WBGene00302375	1.73	0.55	0.5	0.13	0.12	0.3	0	0.15	0.35	0.18	0.4	0	0	0	0.4	0	0.32	0.11	0.1	0.37
WBGene00302376	6.14	1.09	1.94	2.62	0.96	1.19	1.17	1.35	2.26	0.85	0.94	0.2	0.61	1.41	0.63	0.17	0.63	1.29	1.41	1.76
WBGene00302377	0.09	0.11	0.14	0	0.63	0.35	0.46	0.67	1.77	0	0	0	0.04	0	0.05	0	0.05	1.07	1.06	0.98
WBGene00302378	0.37	0	0.1	0.1	0.29	0.12	0.14	0.24	0.34	0.05	0	0	0	0	0.06	0.1	0.06	0.09	0.16	0.19
WBGene00302379	3.44	1.24	3.47	1.68	1.5	1.66	0.98	2.7	1.05	1.66	1.07	0.37	0.76	0.56	1.37	1.85	3.02	0.8	0.95	1.34
WBGene00302380	18.17	5.69	8.08	4.99	5.79	4.95	4.85	9.64	5.95	4.72	1.74	1.1	1.69	3.35	4.09	3.66	3.19	5.98	4.25	5.32
WBGene00302381	0.99	0.15	0.19	1.28	5.41	5.73	5.27	16.39	13.53	0.74	0.76	0.12	0.67	0.49	1.33	0.89	1.07	9.25	10.16	10.09
WBGene00302382	2.55	0.25	0.5	0.76	1.42	1.44	1.27	0.5	0.94	0.92	0.22	0.21	0.37	0	0.55	1.54	0.87	0.82	0.46	0.66
WBGene00302383	0.05	0	0	0	0.04	0.1	0.03	0.09	0.11	0	0	0	0	0	0	0	0.03	0.11	0.16	0.08
WBGene00302384	5.99	0.72	1.88	2.12	1.97	2.44	2.09	0.83	2.18	1.03	1.11	1.05	0.64	1.27	0.84	1.48	1.04	1.43	1.32	0.64
WBGene00302385	0.69	0.24	0.55	0.11	0.22	0.94	0.55	0.13	0.46	0.21	0	0	0	0.14	0.07	0.33	0.07	0.1	0.09	0
WBGene00302386	0.44	0.17	0.23	0.23	0.11	0.28	0.25	0.28	0.24	0.06	0	0.14	0	0	0.08	0.24	0.3	0.2	0.27	0.11
WBGene00302387	4.38	0.5	1.06	1.75	0.66	0.98	1.63	0.48	0.65	0.25	0.52	0.49	0.08	0.5	0.61	1.22	0.69	0.47	0.84	0.66
WBGene00302388	2.47	0.28	0.47	0.66	0.28	0.57	0.34	0.67	0.52	0.09	0.24	0.11	0.12	0.23	0.12	0.38	0.12	0.41	0.37	0.28
WBGene00302389	0.37	0	0.14	0.44	0.14	0.18	0	0.17	0.1	0.07	0.09	0	0	0	0	0	0.09	0.13	0.34	0
WBGene00302390	0.24	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.12	0	0	0	0.15	0
WBGene00302391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302392	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302393	0	0	0	0	0.77	0	0	0	0	0.37	0	0	0	0	0	0	0.5	0	0	0
WBGene00302394	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08
WBGene00302395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302400	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0
WBGene00302403	0	0	0	0	0.93	1.44	1.87	3.09	1.97	0	0	0	0	0	0	0	0	0.84	0.93	0.7
WBGene00302404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302405	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0
WBGene00302406	0.95	0	0	0	0.75	0	0.54	0	0.53	0	0	0	0	0	0	0	0	1.34	0	0
WBGene00302407	0.12	0	0	0	0.19	0.12	0.14	0.23	0	0	0	0	0.06	0	0	0.1	0	0	0.08	0.1
WBGene00302408	0.95	0	0	0.76	0	0.92	0	0	1.05	0	0.49	0	0	0	0	0	0	0	0.59	0
WBGene00302409	0	0	0.64	0.64	0	0	0	0.76	0.89	0.61	0.41	0	0.8	0	0	0	0	0	0	0
WBGene00302410	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.04	0	0	0
WBGene00302411	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0
WBGene00302412	14.58	12.01	15.52	13.39	26.13	29.01	27.15	60.59	43.33	11.28	17.82	3.92	5.27	4.89	10.46	16.28	10.8	22.23	27.31	32.55
WBGene00302413	0.6	0.12	0.47	0.32	0.16	0	0.23	0.75	0.33	0.08	0.1	0	0	0	0.2	0.16	0.3	0.84	0.12	0.62
WBGene00302414	0	0.12	0	0.16	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00302417	0	0	0	0	0	0.05	0	0.05	0.03	0	0	0	0	0	0	0	0	0.04	0.1	0
