gene_id	ERR279692	ERR279673	ERR279674	ERR279675	ERR279676	ERR279677	ERR279678	ERR279679	ERR279680	ERR279681	ERR279682	ERR279683	ERR279685	ERR279684	ERR279686	ERR279687	ERR279688	ERR279689	ERR279690	ERR279691
WBGene00284906	23.79	10.33	13.67	14.19	19.61	19.49	14.81	23.24	15.83	7.59	9.22	4.15	5.92	6.52	9.27	14.53	9.09	13.6	18.23	18.18
WBGene00284908	0.69	0.33	0.55	0.75	8.42	13.34	9.28	0.71	0.87	10.44	12.15	0.49	0.41	0.56	15.7	22.14	13.78	1.1	1.18	1.27
WBGene00284909	28.21	21.27	28.7	26.18	28.87	32.74	24.27	40.42	28.65	7.43	8.23	28.75	22.35	22.12	7.34	12.96	8.77	19.42	34.79	29.79
WBGene00284910	37.11	19.42	23.96	20.42	36.74	39.4	37.32	68.32	43.15	10.78	13.61	5.29	5.59	7.42	14.06	17.88	13.07	29.99	40.35	38.64
WBGene00284911	184.84	73.27	89.76	78.3	52.87	58.93	44.96	56.1	40.61	17.68	17.59	37.91	34.34	40.16	20.34	27.91	20.35	36.92	43.48	43.3
WBGene00284912	62.29	32.41	50.52	42.19	53.66	64.4	44.95	78.85	56.54	16.48	21.47	12.83	13.92	16.46	18.12	28.37	16.88	43.91	52.56	58.78
WBGene00284914	0	0	0	0	0.32	0	0.34	0.19	0.11	0.46	0	0.58	0	0	0.1	0	0	0	0.5	0
WBGene00284915	78.44	32.38	34.35	31.17	23.54	32.29	23.47	22.88	15.74	11.77	14.22	11.25	9.92	11.84	15.51	26.16	15.27	13.21	17.97	21.72
WBGene00284916	51.02	25.14	36.63	31.39	104.05	103.45	88.3	249.46	163.99	16.2	18.28	5.96	6.35	7.04	16.39	27.51	16.44	86.38	123.17	147.64
WBGene00284918	39.43	13.02	18.27	18.65	24.02	25.31	19.46	27	15.66	11.86	15.41	5.34	4.75	6.93	11.49	18.83	15.15	16.57	24.31	22.73
WBGene00284919	336.41	127.46	157.35	110.14	131.44	170.54	142.39	122.63	89.15	85.37	120.92	87.86	100.39	108.76	109.7	187.62	120.65	86	106.59	119.68
WBGene00284920	60.75	21.72	24.75	20.78	28.42	34.84	28.43	36.25	21.03	27.62	33.44	18.28	21.74	24.42	39.19	61.46	40.39	31.76	35.03	37.96
WBGene00284921	153.41	87.26	106.29	104.78	233.87	265.27	203.06	487.18	372.46	42.98	50.13	20.75	22.66	28.63	37.15	65.62	46.91	172.48	233.8	270.91
WBGene00284922	1.59	0.56	0	0.51	0.75	0.62	0.18	0.3	0.88	0	0.33	1.23	0	0	0.33	0.51	0.33	1.79	0	0.25
WBGene00284923	0.71	0.72	0.8	0.81	112.53	121.95	109.41	385.25	253.71	0.88	1.17	0.2	0.3	0.3	1.2	1.52	1.48	85.96	126.46	156.48
WBGene00284924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00284925	33.19	19.02	20.37	20.51	17.61	21.84	16.99	27.15	18.23	7.47	11.1	4.38	4.79	6.77	8.94	12.57	7.87	13.17	18.45	18.82
WBGene00284926	80.93	77.12	98.09	78.92	42.79	67.33	51.76	56.16	52.44	21.19	32.41	29.53	27.92	33.08	24.14	38.16	27.11	43.94	62.93	70.58
WBGene00284927	321.37	190.31	184.92	192.92	80.12	102.41	122.89	102.93	80.29	34.02	81.51	54.44	65.51	95.53	96.18	133.37	100.48	129.49	149.3	176.39
WBGene00284928	54.61	20.78	26.65	26.23	50.63	64.03	45.38	97.25	69.24	17.93	21.26	11.56	13.17	12.26	25.7	35.26	25.19	52.24	70.7	65.56
WBGene00284929	305.53	505.9	609.52	675.15	93.07	190.48	202.11	115.38	92.41	70.78	161.78	126.08	134.39	127.99	73.9	220.82	104.02	113.84	171.6	239.36
WBGene00284930	43.5	33.71	39.37	36.68	31.15	38.11	34.38	43.95	26.98	18.4	25.63	13.36	14.44	19.24	19.33	27.48	17.22	18.48	24.61	26.92
WBGene00284931	46.32	28.72	33.24	26.84	26.89	34.79	24.77	31.4	20.18	10.1	12.08	21.7	24.18	24.84	10.2	17.69	11.47	13.63	15.02	19.42
WBGene00284932	40.31	28.49	45.62	32.73	48.66	62.84	35.57	66.58	57.44	15.92	20.44	13.7	11.98	11	20.78	28.22	21.66	37.18	54.95	52.56
WBGene00284933	0.52	0	0.41	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0.41
WBGene00284934	209.01	130.17	190.41	153.25	133.94	168.13	118.87	148.05	121.19	83.98	129.26	28.17	26.71	32.27	74.93	128.39	81.95	76.79	99.59	105.86
WBGene00284935	14.74	5.06	6.31	9.81	9.15	11.31	6.3	15.64	10.51	5.8	5.65	2.97	3.36	4.84	12.31	6.93	8.16	9.05	7.67	11.5
WBGene00284936	70.91	26.3	28.68	20.08	6.66	8.87	8.27	7.55	4.99	2.4	3.84	4.45	6.35	8.63	2.65	4.33	2.04	4.08	5.75	4.02
WBGene00284937	17.98	3.91	4.62	6.86	17.41	17.31	14.09	40.72	25.4	4.63	5.39	2.55	2.68	3.72	7.89	10.25	7.2	19.85	26.96	26.18
WBGene00284938	140.95	70.31	103.54	84.77	63.08	71.37	54.26	89.52	51.58	37.7	41.48	25.02	26.93	29.23	47.98	55.79	45.51	55.25	62.25	62.66
WBGene00284939	39.34	22.09	26.74	26.45	34.81	42.59	37.49	55.98	39.48	12.16	21.89	4.67	8.7	11.55	18.57	28.56	17.99	31.16	37.36	41.82
WBGene00284940	56.73	35.85	40.98	33.04	38.31	43.24	32.91	49.74	33.01	20.89	27.89	13.34	13.86	15.74	24.66	30.77	27.87	29.5	40.1	37.52
WBGene00284941	8.23	7.79	10.45	9.46	8.12	10.52	9.24	10.35	11.29	1.74	4.08	1.45	1.24	1.72	4.1	6.44	3.76	6.48	10.28	11.39
WBGene00284942	2.16	2.29	2.13	3.16	3.99	5.05	3.69	5.09	3.11	1.52	3.22	0.81	0.86	0.89	1.82	3.24	1.71	1.43	3.07	2.99
WBGene00284943	32.02	20.92	27.7	28.87	42.67	51.03	40.3	38.02	27.18	24.12	31.89	15.12	13.36	13.82	31.86	46.92	28.98	25.32	32.76	30.28
WBGene00284944	35.83	6.93	12.14	7.35	2.01	6.45	5.25	0.48	0.85	0.58	0.79	0	1.02	1.51	0.53	1.65	1.57	1.08	1.6	0.8
WBGene00284945	0.64	0.38	0	0	0.75	0.93	1.09	0.6	0.53	0	0	0	0.48	1.58	0	0.26	0.16	0	0.2	0.25
WBGene00284948	3.14	1.85	1.7	2.11	0.26	1.28	1.13	0.94	0.64	0.62	0.93	0	0.16	0	1.11	1.73	0.59	0.7	1.34	1.03
WBGene00284949	31.34	14.02	19.06	18.38	17.58	21.24	16.16	21.5	15.55	10.13	10.58	4.02	6.59	6.54	10.06	13.62	9.64	12.94	15.45	15.09
WBGene00284950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00284951	31.56	11.23	15.64	17.82	18.81	22.33	18.09	19.42	13.29	12.91	14.43	6.9	7.1	7.26	22.23	29.38	22.44	13.24	17.71	15.51
WBGene00284952	17.76	11.92	11.84	12.61	19.69	23.36	18	34.58	22.05	4.6	5.74	3.25	2.81	3.19	5.84	9.21	5.77	17.63	23.97	24.25
WBGene00284953	60.77	19.74	21.71	25.02	10.31	15.91	12.46	11.37	10.07	5.2	6.86	3.49	3.73	5.37	6.9	11.86	5.57	8.03	9.79	11.64
WBGene00284954	15.52	30.12	27.79	17.13	15.75	13.72	14.57	13.35	16.88	8.79	13.31	8.83	9.54	6.29	9.15	12.88	6.53	19.87	17.11	27.78
WBGene00284955	72.88	43.61	56.4	47.54	87.87	103.41	80.42	160.87	113.57	16.9	20.53	24.36	23	23.97	16.63	30.12	17.09	56.13	79.53	96.17
WBGene00284957	42.86	37.56	56.42	48.28	31.45	34.43	23.17	49.32	36.81	10.23	12.68	9.02	8.29	8.11	15.96	21.32	13.95	31.66	37.83	35.39
WBGene00284958	0	1.34	0.94	1.3	1.45	1.79	1.3	3.27	1.97	0.41	0.94	0.94	0.97	0.53	1.06	0.87	0.55	2.97	3.05	3.38
WBGene00284959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00284960	0.35	0.1	0.14	0.56	1.94	1.54	0.8	6.32	6.72	0.4	0	0.17	0.26	0.35	0.45	0.14	0.27	6.56	6.28	6.06
WBGene00284961	25.86	6.67	7.51	6.47	1.37	3.04	2.54	1.65	1.77	0.55	0.52	3.81	2.69	3.74	0.86	1.18	0.97	1.44	2.24	2.11
WBGene00284962	45.5	8.78	13.11	16.76	8.83	10.47	8.5	11.19	6.8	6.15	6.46	5	11.13	11.99	6.57	9.08	7.23	5.66	7.7	6.89
WBGene00284963	44.47	21.95	25.37	25.51	18.22	19.33	18.07	28.13	18.74	5.92	7.99	3.01	3.67	4.57	9.47	12.88	9.57	15.58	21.71	21.37
WBGene00284966	19.76	7.57	12.34	9.15	19.39	30.13	17.87	45.87	37.35	5.17	7.7	3.61	3.64	2.72	9.45	12.59	7.56	28.7	33.48	33.96
WBGene00284967	144.94	76.38	110.28	96.97	100.07	114.62	81.85	159.8	113.3	32.18	44.31	27.59	25.14	29.02	31.84	56.75	32.61	83.66	105.6	118.41
WBGene00284968	70.14	43.4	64.1	62.67	46.66	71.4	54.26	73.43	60.35	17.01	28.63	11.51	13.29	14.26	18.52	30.34	17.76	48.77	66.1	69.28
WBGene00284969	181.36	113.45	158.13	134.29	126.72	149.51	127.65	164.08	116.81	66.58	88.13	25.5	29.16	30.48	87.56	137.69	82.55	93.14	124.09	124.21
WBGene00284970	7.46	2.44	2.08	2.98	3.25	3.21	2.68	4.04	4.19	2.14	2.97	1.6	2.34	2.04	1.7	3.68	3.25	4.27	4.14	3.88
WBGene00284971	109.33	63.46	81.92	67.77	83.22	99.84	82.49	214.94	129.44	24.7	30.52	16.95	27.64	38.02	22.18	34.93	23.25	81.98	107.52	123.56
WBGene00284972	302.19	150.98	198.8	159.32	147.33	184.88	144.28	265.44	172.45	45.24	58.54	26.93	41.36	43.19	39.65	67	38.84	84.18	106.37	141.55
WBGene00284974	3.35	1.76	1.78	1.74	5.71	4.87	5.48	8.17	4.5	1.13	1.49	1.55	1.38	1.15	2.28	2.05	1.67	6.69	7.68	6.02
WBGene00284976	30.36	8.46	10.52	11.3	9.44	12.08	11.58	10.66	7.66	5.76	8.02	3.42	3.73	3.64	7.82	10.94	7.34	6.41	8.64	6.96
WBGene00284977	146.07	130.6	129.04	116.61	88.77	103.29	82.96	81.67	60.12	42.04	71.3	43.71	44.98	53.88	60.9	132.71	61.76	51.76	72.21	100.6
WBGene00284978	350.6	391.6	432.36	362.78	159.3	210.14	161.3	172.25	119.04	87.09	123.26	71.85	103.52	122.37	131.08	200.2	147.41	151.94	156.89	190.41
WBGene00284979	58.3	30.23	41.32	31.1	38.56	48.57	38	40.83	27.58	26.66	31.92	17.12	14.61	17.64	26.42	45.79	26.89	19.11	23.53	28.51
WBGene00284980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00284982	3.67	0.87	0	2.93	2.3	1.42	0.84	2.77	0.81	0.55	0.38	4.26	3.65	0.72	0.76	1.78	2.25	0	3.67	0
WBGene00284983	12.66	5.12	7.72	5.82	11.27	11.02	10.52	3.95	2.84	11.67	15.2	6.02	4.8	5.6	17.21	20.33	14.92	3.09	4.29	2.76
WBGene00284984	294.85	122.41	186.27	162.37	103.01	119.81	85.06	114.76	77.68	58.84	62.41	57.46	68.2	73.15	65.92	93.39	67.52	72.62	80.3	77.55
WBGene00284985	132.74	118.51	136.39	113.6	123.5	145.44	138.83	217.39	183.58	31.27	53.82	31.22	27.67	33.86	35.81	73.74	42.47	111.42	148.61	183.8
WBGene00284986	39.57	35.51	42.06	37.99	5.12	3.98	4.89	9.33	6.18	0.56	0.76	0.9	0.74	0.74	1.34	1.5	1.34	6.03	7.93	8.15
WBGene00284987	257.86	441.41	519.01	611.6	93.29	160.39	194.6	168.36	114.22	44.94	161.68	43.75	67.85	78.13	42.7	156.9	58.29	107.46	126.97	204.57
WBGene00284988	22.13	23.16	28.12	23.81	30.66	37.33	29.6	64.28	44.58	8.88	11.52	4.78	6.49	7	13.51	21.5	12.62	33.97	44.05	49.94
WBGene00284989	38.38	10.72	12.21	10.88	9.6	10.7	8.4	9.27	5.04	3.49	4.5	3.5	3.05	3.48	4.48	6.4	3.75	4.36	4.63	4.24
WBGene00284990	30.96	21.75	24.96	26.11	29.25	34.39	25.08	38.06	26.58	13.09	15.75	7.69	8.05	6.94	11.33	18.89	14.05	15.6	23.33	22.33
WBGene00284991	36.25	24.93	31.6	27.68	27.57	32.66	26.96	37.42	25.03	13.73	12.78	4.17	3.7	4.24	9.87	18.01	10.86	17.19	24.84	26.37
WBGene00284992	28.59	25.26	32.82	24.4	54.83	68.23	57.1	141.83	96.23	8.79	12.68	14.85	15.74	14.97	9.93	18.51	10.96	75.77	97.72	114.84
WBGene00284993	0.68	0.8	0.54	1.09	5.88	5.95	5.83	19.31	8.28	0.52	1.05	1.32	1.02	2.02	0.7	1.65	1.74	14.37	10.66	14.38
WBGene00284994	7.18	6.22	8.35	6.74	10.92	10.64	12.03	10.75	11.65	1.12	4.54	2.45	2.52	3.33	3.04	6.13	2.37	7.41	13.45	15.48
WBGene00284995	21.82	11.53	15.48	10.69	16.91	19.02	15.12	16.71	10.8	9.2	12.29	7.33	6.05	7.05	7.91	13.43	9.16	6.96	10.69	11.18
WBGene00284996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00284997	64.2	34.52	47.77	40.94	35.97	42.14	29.75	42.91	29.73	19.13	22.92	5.65	7.28	8.65	14.03	23.74	14.75	18.01	21.95	25.12
WBGene00284998	32.96	22.49	21.06	20.61	60.07	76.92	59.15	77.71	56.82	41.8	61.1	5.84	4.65	8.65	54.92	83.25	45.48	47.42	63.29	66.21
WBGene00284999	27.25	13.71	8.98	6.8	24.92	25.31	18.76	59.44	23.18	3.43	4.65	4.39	7.63	12.3	7.88	12.82	10.45	35.07	44.32	50.5
WBGene00285000	2.69	0.45	0.61	0.92	56.87	49.85	49	141.92	92.98	0.14	0.2	0.37	0	0	0.39	0.93	0.78	75.17	99.73	90.45
WBGene00285001	687.8	502.59	562.71	503.9	176.73	220.71	190.11	142.48	121.04	71.67	159.18	41.11	86.5	101.29	136.2	255.49	144.71	146.26	147.44	225.66
WBGene00285002	215.39	110.5	128.53	120.19	104.58	100.05	82.07	103.18	71.15	62.17	81.39	48.75	58.87	57.08	112.31	143.21	93.42	80.64	102.81	85.89
WBGene00285003	0.69	0.31	0.41	0.55	0.2	0.42	0.1	0.08	0.38	0.23	0.31	0.17	0.34	0.26	0.22	0.28	0.4	0.24	0.59	0.2
WBGene00285005	33.46	22.63	23.06	23.34	25.57	28.84	24.77	28.14	19.75	9.87	13.8	28.92	30.52	32.87	10.81	16.64	9.78	13.7	20.61	19.17
WBGene00285006	3.11	0.41	1.09	0.37	1.36	1.45	0.85	1.52	1.21	0	0.35	0.11	0.46	0.11	0.3	0.28	0.18	0.16	0.29	1.26
WBGene00285007	2.49	5.95	7.67	8.95	13.16	17.29	13.23	24.12	20.69	1.29	1.48	0.19	0.2	0.06	1.45	1.59	1.44	14.96	20.48	19.49
WBGene00285009	0	0.2	0	0	0.26	0.32	0.38	1.58	0.92	0	0	0	0	0	0	0.27	0.17	2.82	1.67	1.83
WBGene00285010	52.74	29.92	42.9	37.33	50.88	53.38	42.99	87.77	60.52	13.22	15.66	7.87	7.54	9.39	10.44	17.98	10.53	32.49	45.29	49.91
WBGene00285011	28.68	21.84	22.05	22.77	23.98	24.73	27.18	43.49	25.62	9.81	12.16	2.45	4.81	4.68	6.76	13.92	8.26	17.8	25.04	26.58
WBGene00285012	122.92	53.44	78.77	66.53	71.21	83.73	58.87	75.12	55.67	31.66	40.15	38.38	38.17	39.09	39.44	60.82	41.42	48.49	65.08	63.14
WBGene00285013	63	29.44	32.36	28.19	31.85	37.13	30.82	35.28	24.19	14.27	21.16	13.02	11.95	10.68	16.5	27.93	18.35	20.43	24.63	26.85
WBGene00285014	56.42	26.5	33.35	30.06	32.17	42.1	31.26	36.85	22.65	15.02	18.76	14.59	11.51	12.08	20.23	28.77	21.84	20.69	31.1	30.37
WBGene00285016	0.3	0.53	0.95	0.95	0.23	0	0.34	0.56	0.49	0.45	0.92	0.29	0.45	0.59	0.92	1.45	1.37	0.84	1.31	1.63
WBGene00285017	9.5	8.97	11.9	11.3	8.43	11.46	8.48	8.96	6.72	2.84	4.31	8.49	10.17	8.29	3.41	6.65	3.3	5.03	6.94	5.87
WBGene00285019	0.94	0.79	2.02	2.03	168.14	183.43	135.36	380.94	320.32	1.42	1.03	0.91	1.4	0.66	1.59	1.41	1.65	130.21	179.03	198.44
WBGene00285020	0.75	0.77	0.74	2.24	87.13	90.7	77.38	296.7	184.7	1.48	0.86	0.36	0.19	0.18	1.34	1.2	0.76	136.62	169.4	180.44
WBGene00285021	25.47	12.5	15.27	16.77	21.46	26.53	18.87	21.42	16.86	15.39	13.79	3.08	4.22	5.43	14.29	22.76	17.25	18.02	17.89	16.23
WBGene00285022	115.86	48.94	55.22	49.66	48.66	58.48	44.44	66.5	41.41	33.04	36.95	20.7	21.97	25.3	38.79	61.04	37.47	36.62	44.37	48.64
WBGene00285023	61.94	38.87	35.49	29.1	56.09	61.66	58.75	48.07	30.26	41.04	49.89	21.87	23.18	25.26	33.58	63.81	31.57	23.69	34.89	36.21
WBGene00285025	25.41	19.79	23.08	22.32	8.41	9.89	7.47	7.46	6.84	3.52	5.67	2.72	2.93	2.25	5.24	6.52	5.08	4.88	4.67	6.45
WBGene00285026	2	2.35	2.52	1.91	2.19	4.25	2.73	2.26	4.62	2.56	2.24	1.54	1.19	1.96	4.31	4.5	3.67	3.08	2.74	2.49
WBGene00285027	18.6	22.45	37.12	23.38	16.16	23.43	16.16	17.25	10.6	6.38	7.13	7.64	8.4	9.31	6.85	12.62	9.9	11.85	13.65	17.17
WBGene00285028	28.15	7.65	11.27	10.62	22.42	26.1	17.82	25.44	19.1	4.87	7.69	4.38	3.87	5.08	7.77	12.95	6.87	19.79	23.38	23.45
WBGene00285029	36.61	14.26	18.52	22.02	18.65	23.05	15.27	24.12	15.1	11.55	13.63	5.13	7.24	7.34	16.21	21.25	14.57	18.15	20.22	17.05
WBGene00285031	55.9	41.21	44.47	41.07	49.73	54.84	45.92	39.14	24.79	40.93	46.83	21.22	27.3	25.33	55.54	74.65	47.5	21.42	28.92	34.25
WBGene00285032	8.69	0.52	0.69	1.61	20.02	25.52	20.36	4.72	3.63	22.94	28.73	2.21	2.84	3.37	22.43	34.25	21.71	5.3	4.71	5.48
WBGene00285033	156.09	108.74	157.11	113.74	217.26	249.8	193.18	411.11	298.79	63.39	77.45	32.88	36.97	41.32	75.55	110.84	66.12	180.44	263.53	272.02
WBGene00285034	45.23	23.26	30.15	25.16	27.74	33.89	27.87	35.47	25.27	12.83	18.7	6.51	6.41	7.67	12.35	19.36	11.94	14.23	21.73	22.94
WBGene00285035	111.93	49.74	58.55	65.2	42.24	44.84	37.35	48.96	31.86	21.58	26.4	18.64	25.83	23.95	31.67	40.33	30.17	39.07	49.27	47.91
WBGene00285036	298.19	204.46	256.78	206.85	162.72	182.3	151.58	186.19	127.87	74.19	95.66	88.99	87.1	91.39	67.24	111.87	72.93	90.26	145.76	137.4
WBGene00285040	3.48	16.82	23.96	19.46	7.1	12.49	7.54	6.57	2.69	1.58	3.03	6.4	5.72	4.8	3.58	3.93	3.38	4.64	7.39	5.43
WBGene00285041	4.22	3.89	2.61	2.21	209.77	238.77	441.51	32.86	23.44	573.28	768.23	2.42	2.63	4.42	1170.46	1469.46	1015.6	29.36	21.92	25.84
WBGene00285042	41.11	31.08	31.81	29.48	30.5	32.81	29.69	37.11	22.92	12.54	18.55	11.05	11.92	15.59	9.27	20.56	10.22	16.36	23.07	26.07
WBGene00285043	95.37	79.23	101.54	82.82	61.97	71.14	61.23	53.37	37.78	20.18	33.01	89.93	92.2	84.55	24.27	38.58	24.97	30.23	44.64	42.03
WBGene00285049	4.85	2.95	4.29	4.26	17	20.31	12.91	5.57	3.17	20.59	21.77	2.19	4.27	3.03	23.34	34.77	22.54	5.57	6.22	5.49
WBGene00285050	53.84	19.06	23.19	24.48	23.27	23.06	19.15	26.98	16.52	9.8	10.3	9.05	8.12	11.24	12.1	17.75	10.61	19.89	22.21	24.48
WBGene00285053	51.09	32.22	33.18	33.66	41.3	46.66	45.67	61.65	40.76	18.73	25.2	17.35	17.06	20	21.54	37.23	23.26	31.84	43.88	49.15
WBGene00285054	214.4	117.72	146.75	125.73	73.7	87.85	76.71	89.56	57.66	32.66	47.95	33.16	32.39	40.26	36.58	65.16	35.95	57.11	69.97	77.23
WBGene00285056	118	71.45	114.73	76.56	72	91.95	78.99	91.36	56.86	31.72	35.61	8.38	15.2	17.82	24.86	44.54	27.04	35.73	41.81	48.31
WBGene00285057	26.63	7.59	11	11.45	25.02	28.37	24.27	13.36	9.51	28.33	30.42	9.08	8.07	10.25	35.89	63.02	32.8	14.02	12.47	15.25
WBGene00285058	85.33	40.05	44.84	44.22	34.37	43.26	27.53	42.34	23.76	17.55	23.1	11.93	16.07	16.29	22	38.1	25.9	30.04	35.25	34.41
WBGene00285059	94.3	60.67	86.46	74.51	64.35	81.55	60.68	62.33	53.16	38.72	49.52	24.21	30.83	30.9	46.93	58.64	45.68	44.6	54.93	52.8
WBGene00285060	13.03	5.13	6.35	8.59	9.8	8.96	7.51	14.5	8.82	4.06	5.42	0.81	1.28	2.09	8.1	11.3	8.32	11.16	12.68	13.12
WBGene00285061	21.89	9.95	13.49	14.03	13.75	17.1	12.75	27.51	19.27	6.34	8.28	4.1	3.98	3.67	8.7	11.61	7.58	15.06	19.49	19.7
WBGene00285062	14.63	8	7.3	7.65	14.2	16.88	14.78	23.81	15.37	8.22	8.73	7.58	6.58	5.32	8.86	14.88	11.57	15.03	20.66	19.43
WBGene00285063	47.92	23.46	33.05	30.04	42.06	43.55	39.53	46.9	36.5	18.69	25.27	13.37	11.34	11.14	31.06	45.79	30.31	29.11	40.23	36.41
WBGene00285066	36.58	23.02	31.68	26.82	29.79	32.78	25.38	52.15	34.33	9.95	12.23	4.24	4.21	4.08	12.84	16.94	12.64	26.36	33.5	35.08
WBGene00285067	42.73	16.67	24.69	24.57	49.03	59.13	46.31	125.68	80.9	9.44	11.55	2.93	4.3	4.72	9.62	16.38	8.89	52.48	67.78	75.35
WBGene00285068	37.36	17.29	26.32	22.65	19.05	26.95	18.65	26.23	20.85	11.25	13.79	7.33	6.99	6.92	14.8	21.4	17.23	20.51	27.63	22.69
WBGene00285069	99.3	58.28	81.15	70.47	84.5	95.77	73.51	100.17	73.35	44.8	53.18	46.36	42.29	42.19	64.63	91	61.08	62.94	84.38	74.77
WBGene00285070	58.43	41.49	54.34	42.66	39.64	46.95	43.46	52	37.86	28.28	37.11	20.85	23.36	21.86	30.75	50.52	31.87	32.81	41.46	43.6
WBGene00285071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285072	72.74	46.4	66.48	49.72	43.13	51.11	42.65	67.75	47.16	15.94	20.96	12.55	20.06	23.31	13.26	19.81	14.23	24.29	28.5	36.43
WBGene00285075	89.25	46.81	66	59.61	46.35	55.44	42.09	84.32	57.11	22.99	21.47	5.73	5.34	6.31	19.36	29.84	19.98	40.26	56.84	58.63
WBGene00285076	131.95	55.29	60.05	52.9	49.75	69.51	54.93	59.8	42.01	21.2	35.15	21.61	20.4	24.37	27.75	44.3	28.85	27.18	36.11	38.42
WBGene00285077	77.94	53.04	55.7	48.78	5.06	6.15	4.66	5.98	5.09	1.26	1.18	6.91	8.43	9.88	0.89	2.23	1.06	2.75	4.32	5.22
WBGene00285078	28.83	12.11	13.47	13.4	17.14	19.68	15.73	23.02	18.62	6.31	10.26	2.45	2.89	3.31	11.07	12.94	8.08	15.69	22.25	20.32
WBGene00285079	39.37	16.53	21.09	20.76	29.21	34.13	26.13	41.74	28.03	10.39	13.59	8.47	8.03	8.36	13.97	21.14	12.3	24.72	31	33.66
WBGene00285080	118.25	90	126.59	102.57	90.26	111.94	81.85	79.64	59.19	49.07	69.54	24.39	23.92	28.62	30.25	62.91	37.92	37.46	52.16	53.05
WBGene00285081	221.71	134.24	188.03	149.89	132.18	152.54	130.76	148.32	105.86	72.01	103.53	54.13	46.84	56.56	103.79	169.46	102.23	84.24	113.72	113.33
WBGene00285082	47.95	29.73	35.75	29.09	39.57	41.55	37.87	70.03	48.82	16.63	19.94	11.12	12.51	13.82	24.05	28.59	19.72	37.89	61.83	54.44
WBGene00285083	2.67	3	1.61	4.01	4.99	4.07	4.03	8.35	5.51	2.31	2.41	3.02	4.43	3.7	3.73	3.95	3.87	8.13	10.69	7.4
WBGene00285085	0	0.28	0.38	0	0	0.47	0.27	0.46	0	0.18	0	0	0.24	0.48	0	0.39	0.74	0.34	0.3	0.75
WBGene00285086	1.83	0.54	0.72	0	5.73	3.54	2.6	4.31	3.02	1.38	0.93	5.3	8.18	4.5	4.69	2.21	3.27	3.84	6.27	9.97
WBGene00285087	84.35	26.26	26.79	28.5	30.25	36.37	38.68	36.6	20.94	17.28	34.12	14.88	13.72	14.53	30.89	52.31	28.79	26.34	27.31	31.95
WBGene00285089	27.98	18.42	24.18	22.99	21.5	22.73	18.21	26	16.95	12.84	13.54	6.5	8.12	6.89	15.58	16.58	14.72	18.1	25.61	23.22
WBGene00285090	6.23	1.69	2.27	3.83	2.25	1.86	1.37	2.71	0.79	0.36	0.98	2.32	0.95	2.36	0.25	1.55	0.73	2.35	1.8	0
WBGene00285091	37.38	16.82	26.29	27.44	27.98	28.22	26.12	32.95	19.38	16.1	18.93	9.99	12.9	10.17	23.08	30.44	19.97	24.39	35.31	25.36
WBGene00285092	98.12	58.7	96.31	78.55	84.28	109.76	70.05	123.48	90.1	37.32	44.66	34.29	31.66	39.34	40.79	53.56	38.68	74.67	95.59	83.77
WBGene00285093	0.63	2.24	1.25	2.53	6.45	9.51	8.48	4.48	2.8	8.49	11.82	0.92	0.32	0.62	9.77	15.06	12.14	1.11	2.97	1.73
WBGene00285094	32.62	22.31	19.16	17.9	5.99	7.83	6.53	4.72	3.18	3.71	4.8	4.9	4.42	5.24	4.31	5.5	3.36	2.02	3.21	3.62
WBGene00285095	97.62	54.87	75.06	68.77	55.02	62.25	50.19	68.88	46.29	27.86	37.73	23.78	24.1	24.07	46.43	67.04	46.76	47.38	67.01	65.12
WBGene00285097	42.54	27.12	32.05	33.56	104.35	161.51	118.34	294.06	205.44	12.85	11.52	3.87	6.47	5.91	11.32	19.36	16.62	122.94	189.09	235.85
WBGene00285098	6.97	1.83	2.67	1.97	6.18	7.1	5.42	19	14.69	0.61	0.68	1.84	1.89	2.22	0.8	0.97	0.54	12.46	13.46	12.03
WBGene00285099	18.68	11.65	15.61	14.59	14.72	17.18	15.19	18.71	12.27	8.61	12.59	5.92	5.35	5.59	15.52	17.57	13.96	12.05	16.25	13.36
WBGene00285100	39.9	21.24	26.26	27.11	35.58	39.59	35.05	59.95	38.98	13.9	19.21	7.82	9.44	7.57	19.15	28.26	17	33.09	42.35	46.36
WBGene00285101	28.63	15.81	17.06	17.69	23.9	26.18	22.97	51.17	35.46	4.83	6.04	1.06	2.19	1.54	5.23	9.19	5.68	21.36	31.18	35.52
WBGene00285103	213.33	220.18	296.35	263.93	156.28	198.37	164.72	157	104.13	117.7	132.21	70.68	88.61	101.76	82.16	148.66	99.85	80.46	95.66	109.14
